defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,offensive_alignment,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,avg_safety_distance,lateral_spread,target_y
1.49,42.52,0.45,27.02,0.31,18.18,1.31,16.03,15.24,26.17,2.98,20.23,0.74,22.32,3.44,26.83,5.82,12.99,0.26,29.34,0.93,34.09,0.0,0.0,5.0,2.0,3.0,15.24,1.31,8.0,3.0,7.0,7.0,2.9973,4.1967,2.7467,0.93,12.2427,29.53,0.0
9.22,36.87,0.39,23.16,0.07,26.88,4.82,29.14,14.49,19.77,1.37,32.84,4.77,24.64,7.63,9.35,0.91,18.26,9.76,45.51,0.76,20.92,1.0,1.0,2.0,1.0,3.0,14.49,9.22,8.0,3.0,5.0,7.0,4.9264,4.5817,8.695,7.63,9.5636,36.16,2.0
0.17,33.07,0.24,35.08,8.05,38.25,0.39,36.37,0.47,26.0,0.84,22.35,0.67,27.2,11.99,26.5,0.75,30.79,0.74,29.07,7.53,17.95,1.0,-1.0,3.0,3.0,2.0,11.99,0.39,10.0,1.0,8.0,8.0,2.8945,3.998,5.4733,0.84,9.0955,20.3,5.0
7.01,10.53,6.51,41.24,3.65,31.05,0.62,36.4,5.75,35.83,13.74,24.91,3.95,27.07,0.42,26.93,0.65,32.29,0.81,23.18,0.68,29.63,2.0,-1.0,2.0,1.0,3.0,13.74,5.75,9.0,2.0,5.0,7.0,3.9809,3.9321,6.76,6.51,9.7591,30.71,2.0
0.66,33.31,8.91,32.08,0.56,29.43,0.38,25.66,3.75,28.55,0.8,17.43,7.75,42.49,0.66,21.55,15.03,23.22,1.62,9.85,3.58,24.02,0.0,-1.0,1.0,2.0,3.0,15.03,8.91,9.0,2.0,5.0,7.0,3.9727,4.5047,3.39,0.8,11.0573,32.64,0.0
0.1,27.78,0.71,31.16,4.7,15.77,6.45,15.17,4.23,26.26,1.76,32.59,3.99,22.61,0.66,21.56,0.61,18.18,0.64,24.76,1.51,16.47,0.0,1.0,4.0,1.0,3.0,6.45,4.23,11.0,0.0,5.0,10.0,2.3055,2.0482,2.3067,0.71,4.1445,17.42,5.0
3.51,17.21,2.61,35.6,3.89,42.98,0.35,29.58,0.42,22.71,0.31,17.08,2.32,20.45,0.49,26.94,3.3,24.99,3.13,12.45,7.19,28.51,0.0,1.0,3.0,3.0,1.0,7.19,3.51,8.0,3.0,4.0,7.0,2.5018,1.9958,3.21,2.61,4.6882,30.53,5.0
12.88,35.38,2.93,18.81,0.63,30.28,1.39,27.52,0.74,35.51,0.14,23.82,2.05,36.96,1.32,12.0,0.32,37.77,15.66,23.2,7.17,39.68,0.0,-1.0,3.0,3.0,2.0,15.66,12.88,9.0,2.0,6.0,6.0,4.1118,5.1706,3.3675,1.32,11.5482,27.68,4.0
7.56,38.69,8.75,18.54,4.4,31.24,8.35,13.31,1.26,19.49,1.3,25.33,16.28,29.08,1.49,21.87,1.35,28.87,5.74,21.66,5.53,26.69,0.0,0.0,1.0,2.0,2.0,16.28,8.75,9.0,2.0,4.0,5.0,5.6373,4.3601,6.77,4.4,10.6427,25.38,2.0
3.92,33.92,0.46,9.05,7.34,27.18,3.53,27.53,0.55,19.02,0.46,26.34,0.35,21.22,2.44,43.6,0.95,23.92,0.41,30.72,16.94,27.79,1.0,-1.0,4.0,2.0,3.0,16.94,7.34,8.0,3.0,6.0,6.0,3.3955,4.7646,2.2733,0.46,13.5445,34.55,2.0
1.79,23.88,4.11,29.87,0.35,28.15,0.52,32.83,0.47,35.38,3.49,26.1,1.67,36.78,0.07,25.8,2.58,21.14,0.8,20.27,0.3,30.85,1.0,1.0,3.0,1.0,0.0,3.49,1.79,11.0,0.0,6.0,11.0,1.4682,1.3266,2.125,1.67,2.1345,16.51,5.0
0.26,32.39,7.29,31.0,3.88,26.46,8.4,36.03,0.23,23.15,0.43,28.19,14.35,25.0,0.41,25.15,2.91,22.2,6.07,18.47,0.27,20.36,1.0,1.0,3.0,1.0,3.0,14.35,7.29,11.0,0.0,5.0,7.0,4.0455,4.3747,7.235,6.07,10.3045,17.56,2.0
0.43,24.46,0.61,34.95,2.29,35.58,10.78,26.48,0.46,32.11,4.37,30.3,1.35,16.84,3.29,23.46,2.54,11.87,0.6,28.15,2.34,20.89,1.0,0.0,5.0,3.0,0.0,10.78,2.29,9.0,2.0,5.0,8.0,2.6418,2.8521,2.44,2.34,8.1382,23.71,0.0
2.77,16.91,0.72,32.59,4.8,31.66,0.49,24.19,1.59,19.45,1.31,39.22,5.75,23.21,8.71,31.8,18.08,23.77,1.46,30.76,0.64,35.41,1.0,0.0,2.0,3.0,1.0,18.08,8.71,9.0,2.0,5.0,6.0,4.2109,5.0364,1.89,1.31,13.8691,22.31,0.0
9.61,35.4,1.15,32.46,1.16,36.75,1.22,29.25,4.63,23.28,5.46,28.87,7.01,40.73,4.37,36.49,6.62,14.54,1.13,24.68,11.4,19.1,0.0,-1.0,2.0,1.0,3.0,11.4,9.61,8.0,3.0,4.0,6.0,4.8873,3.4154,6.0867,4.63,6.5127,26.19,5.0
8.48,41.1,16.75,33.37,3.4,33.43,4.48,27.7,1.3,35.17,0.9,32.52,0.98,27.66,4.32,35.44,9.07,14.11,1.03,23.04,12.54,21.21,1.0,-2.0,4.0,2.0,1.0,16.75,12.54,9.0,2.0,4.0,7.0,5.75,5.0732,7.29,4.32,11.0,26.99,2.0
4.06,28.0,0.78,26.36,6.78,44.0,7.31,17.6,1.61,35.53,16.1,22.6,8.17,11.08,1.16,30.83,10.48,38.37,0.93,22.8,3.44,34.87,0.0,-1.0,3.0,1.0,3.0,16.1,10.48,8.0,3.0,3.0,6.0,5.5291,4.5988,7.42,6.78,10.5709,32.92,2.0
0.61,18.2,0.29,29.04,5.84,35.86,0.49,20.53,9.11,42.89,0.39,24.91,14.36,28.63,0.78,31.07,8.14,19.45,5.01,25.07,6.64,10.51,1.0,1.0,4.0,3.0,3.0,14.36,8.14,8.0,3.0,5.0,5.0,4.6964,4.4477,7.1967,5.84,9.6636,32.38,2.0
0.76,24.21,0.69,21.05,11.54,29.49,11.76,17.15,0.65,17.52,0.65,26.52,4.29,22.34,5.59,35.9,3.3,25.57,0.48,29.26,1.58,14.64,1.0,-1.0,1.0,1.0,3.0,11.76,11.54,10.0,1.0,5.0,8.0,3.7536,4.0637,3.585,1.58,8.0064,21.26,4.0
7.51,44.49,2.67,21.32,1.18,36.39,6.03,10.59,0.19,22.25,0.34,25.74,15.04,27.65,4.52,26.23,4.59,30.44,0.73,32.55,0.38,28.72,1.0,-1.0,2.0,1.0,3.0,15.04,2.67,9.0,2.0,5.0,8.0,3.9255,4.2673,4.9067,1.18,11.1145,33.9,1.0
9.3,38.16,0.89,27.54,5.28,23.14,4.09,9.1,4.88,26.48,0.96,29.86,0.73,36.32,0.69,32.22,0.59,22.13,14.07,23.03,8.38,44.85,3.0,-1.0,2.0,2.0,1.0,14.07,9.3,9.0,2.0,5.0,6.0,4.5327,4.2658,5.9167,4.09,9.5373,35.75,2.0
0.9,23.99,12.33,35.12,0.64,17.87,15.3,23.97,2.81,23.05,3.21,19.05,6.34,42.59,6.68,28.63,0.84,29.58,2.12,35.61,1.05,10.54,3.0,0.0,1.0,3.0,2.0,15.3,12.33,7.0,4.0,4.0,5.0,4.7473,4.7554,3.17,1.05,10.5527,32.05,2.0
0.53,18.41,4.21,21.04,3.56,15.13,4.25,37.14,7.22,30.08,3.95,26.64,4.3,44.71,0.37,21.66,1.09,8.91,0.55,26.45,0.42,29.77,3.0,0.0,2.0,2.0,2.0,7.22,4.25,8.0,3.0,5.0,7.0,2.7682,2.1841,2.9833,1.09,4.4518,35.8,5.0
0.82,17.58,0.46,30.01,15.74,28.89,3.88,16.27,0.61,21.48,4.4,20.4,0.54,25.33,4.33,29.54,4.59,36.37,4.26,26.25,1.65,45.89,1.0,1.0,4.0,1.0,3.0,15.74,4.4,9.0,2.0,4.0,8.0,3.7527,4.1504,3.3733,1.65,11.9873,29.62,2.0
0.49,29.94,6.13,17.33,8.4,37.18,12.3,30.69,0.1,21.8,4.23,28.03,0.16,26.63,3.2,20.96,6.88,42.63,0.17,19.32,0.09,24.16,1.0,-1.0,3.0,2.0,1.0,12.3,8.4,9.0,2.0,5.0,7.0,3.8318,3.9737,6.505,6.13,8.4682,25.3,2.0
0.39,26.94,0.57,37.69,7.3,15.3,0.42,32.06,0.45,24.08,3.94,31.73,0.42,35.56,14.74,35.6,13.54,20.61,2.36,27.36,1.5,21.21,1.0,1.0,1.0,3.0,2.0,14.74,13.54,10.0,1.0,6.0,8.0,4.1482,5.1255,3.1233,0.57,10.5918,22.39,3.0
0.39,17.9,17.54,35.87,13.3,19.88,0.69,30.35,0.84,26.38,0.58,20.45,4.01,21.54,7.76,13.63,8.23,28.14,6.1,34.93,1.01,44.72,1.0,-2.0,4.0,2.0,3.0,17.54,13.3,7.0,4.0,5.0,5.0,5.4955,5.529,4.9567,1.01,12.0445,31.09,3.0
0.81,18.35,0.9,25.12,10.92,18.11,5.35,25.67,0.88,22.01,3.61,31.67,0.72,29.27,4.83,43.53,12.68,35.02,4.72,19.89,4.85,15.43,0.0,-1.0,2.0,2.0,3.0,12.68,10.92,9.0,2.0,4.0,7.0,4.57,3.8593,4.84,4.83,8.11,28.1,1.0
0.35,21.28,13.01,31.83,4.72,17.98,0.35,27.25,13.62,18.9,0.84,16.96,1.12,22.78,6.33,43.35,0.84,24.93,0.06,29.71,5.17,12.07,0.0,-1.0,4.0,3.0,1.0,13.62,13.01,9.0,2.0,6.0,7.0,4.2191,4.7763,5.4067,4.72,9.4009,31.28,2.0
0.26,20.33,11.99,20.41,0.05,29.86,4.38,32.69,4.64,24.49,12.67,30.76,0.3,23.54,6.22,36.5,1.76,18.32,6.45,14.85,0.59,32.06,0.0,0.0,2.0,2.0,2.0,12.67,11.99,9.0,2.0,4.0,7.0,4.4827,4.347,4.81,1.76,8.1873,21.65,2.0
0.39,25.06,7.53,32.85,6.15,14.92,0.32,21.35,0.22,28.62,2.89,23.12,2.39,30.17,0.23,17.53,5.0,18.86,11.99,26.47,3.58,25.13,0.0,1.0,4.0,2.0,1.0,11.99,5.0,11.0,0.0,4.0,8.0,3.6991,3.5676,5.3567,2.39,8.2909,17.93,2.0
0.36,35.55,16.33,36.06,4.48,25.03,0.33,32.46,8.28,45.58,16.52,22.78,7.06,19.83,1.55,8.7,2.56,31.67,0.37,26.85,0.79,23.35,1.0,1.0,4.0,1.0,3.0,16.52,16.33,8.0,3.0,4.0,6.0,5.33,5.8427,5.63,1.55,11.19,36.88,3.0
3.57,23.82,4.88,37.4,4.55,21.93,1.01,19.38,0.37,28.89,14.38,26.85,4.1,27.84,5.84,42.7,6.73,18.12,0.27,21.42,0.12,24.97,2.0,-1.0,4.0,1.0,3.0,14.38,6.73,9.0,2.0,4.0,7.0,4.1655,3.9386,5.36,4.88,10.2145,24.58,0.0
12.93,33.61,0.01,32.66,0.47,34.37,1.17,24.3,1.49,30.55,0.48,27.36,1.73,28.63,7.41,45.6,7.13,18.88,0.41,37.2,7.26,7.61,0.0,1.0,4.0,4.0,3.0,12.93,0.41,8.0,3.0,6.0,7.0,3.6809,4.0877,7.2667,7.13,9.2491,37.99,4.0
12.73,7.22,0.75,27.01,10.64,26.31,0.14,35.32,9.83,36.76,10.52,45.47,10.7,18.34,20.25,37.78,16.79,19.68,0.61,24.07,0.79,31.66,3.0,1.0,4.0,4.0,3.0,20.25,16.79,7.0,4.0,4.0,4.0,8.5227,6.6851,11.0267,9.83,11.7273,38.25,1.0
0.1,24.6,2.62,21.11,0.83,19.58,4.3,29.34,3.68,33.88,0.8,26.92,0.36,32.89,1.02,29.72,0.99,35.59,14.28,27.18,4.37,35.63,0.0,2.0,4.0,1.0,3.0,14.28,2.62,10.0,1.0,6.0,9.0,3.0318,3.8646,2.6,0.83,11.2482,16.05,0.0
4.25,26.7,1.36,24.78,1.25,38.29,8.19,25.52,5.93,34.59,5.11,30.97,11.97,30.03,1.42,21.74,0.63,35.29,0.71,27.96,0.7,30.42,0.0,1.0,2.0,2.0,3.0,11.97,8.19,11.0,0.0,6.0,7.0,3.7745,3.5649,2.8667,1.25,8.1955,16.55,1.0
0.4,35.21,10.5,32.4,0.18,30.74,3.41,22.73,0.45,24.9,4.41,17.3,8.81,39.86,0.07,20.84,13.85,20.25,8.11,15.05,3.73,31.38,3.0,0.0,1.0,2.0,1.0,13.85,10.5,8.0,3.0,4.0,6.0,4.9018,4.5382,7.11,4.41,8.9482,24.81,2.0
6.08,41.52,8.3,33.24,0.15,24.86,2.61,18.34,0.19,29.25,4.45,25.09,2.58,8.17,0.02,32.43,3.77,29.69,0.16,20.58,12.26,19.14,0.0,-1.0,3.0,2.0,2.0,12.26,8.3,9.0,2.0,4.0,7.0,3.6882,3.7429,3.7567,2.58,8.5718,33.35,3.0
0.49,29.0,0.7,17.91,9.04,44.28,3.96,23.31,3.92,26.78,0.76,21.87,1.2,14.99,2.39,35.64,0.79,24.72,3.92,19.12,16.58,28.22,0.0,-3.0,3.0,1.0,3.0,16.58,3.92,9.0,2.0,5.0,8.0,3.9773,4.6526,4.21,1.2,12.6027,29.29,2.0
0.84,21.88,0.74,19.66,0.02,25.05,3.96,20.25,0.28,38.6,0.03,28.61,0.29,17.25,2.46,34.66,0.01,26.25,16.76,26.58,0.82,31.68,1.0,0.0,1.0,3.0,2.0,16.76,0.74,9.0,2.0,8.0,8.0,2.3827,4.693,1.1867,0.28,14.3773,21.35,0.0
11.12,33.85,0.6,29.78,4.78,16.36,0.57,27.46,4.88,26.03,0.33,36.28,0.39,32.54,6.03,11.07,14.61,20.74,0.48,23.98,8.0,39.92,1.0,0.0,5.0,1.0,3.0,14.61,11.12,8.0,3.0,5.0,6.0,4.7082,4.6853,6.27,4.78,9.9018,28.85,2.0
10.99,18.7,5.79,35.86,6.65,14.34,0.17,29.72,0.2,22.73,0.13,16.99,1.87,19.38,0.1,26.88,4.33,25.52,1.64,44.17,9.42,32.03,1.0,1.0,3.0,3.0,2.0,10.99,9.42,9.0,2.0,4.0,6.0,3.7536,3.7816,4.6933,1.64,7.2364,29.83,0.0
12.88,21.21,14.05,34.18,0.32,23.26,2.19,20.19,0.79,37.0,3.87,45.63,1.37,34.79,1.04,32.92,5.7,15.36,6.96,7.25,1.03,29.06,3.0,1.0,2.0,3.0,1.0,14.05,12.88,8.0,3.0,5.0,6.0,4.5636,4.6676,4.95,2.19,9.4864,38.38,0.0
0.9,21.18,1.5,16.95,0.04,30.94,0.75,26.51,1.48,43.49,0.78,24.51,7.28,23.87,0.26,17.92,1.33,32.49,3.34,29.29,3.37,15.31,1.0,-1.0,3.0,3.0,2.0,7.28,1.5,10.0,1.0,8.0,9.0,1.9118,1.9901,2.38,1.33,5.3682,28.18,0.0
7.0,34.86,0.71,17.11,1.4,34.26,0.74,14.46,0.49,18.67,15.44,25.72,0.47,26.27,0.52,28.94,2.71,29.43,1.03,23.93,0.56,21.21,1.0,-1.0,2.0,3.0,1.0,15.44,0.71,9.0,2.0,8.0,8.0,2.8245,4.3911,2.9625,0.74,12.6155,20.4,0.0
3.12,23.72,17.41,24.24,5.46,27.33,0.86,20.54,1.11,29.02,8.47,31.76,1.84,13.79,0.99,25.38,3.47,20.8,4.75,34.24,0.77,32.06,0.0,0.0,4.0,1.0,3.0,17.41,8.47,10.0,1.0,4.0,7.0,4.3864,4.7125,3.3533,1.84,13.0236,20.45,0.0
2.41,26.49,1.0,27.72,1.29,32.76,6.14,8.71,1.41,22.4,1.13,30.12,12.73,18.47,4.8,31.89,10.28,34.71,6.79,41.13,0.67,35.9,0.0,0.0,1.0,1.0,3.0,12.73,10.28,8.0,3.0,5.0,7.0,4.4227,3.9496,6.465,6.14,8.3073,32.42,4.0
8.31,11.09,6.78,42.77,0.43,20.16,3.79,22.52,3.78,36.79,0.32,31.9,13.17,20.19,15.29,31.24,4.43,27.27,0.61,27.74,0.39,24.04,1.0,1.0,2.0,2.0,2.0,15.29,13.17,8.0,3.0,4.0,6.0,5.2091,4.9806,6.29,3.78,10.0809,31.68,4.0
4.91,24.27,0.86,27.65,4.7,32.94,8.39,11.58,0.73,35.36,15.88,25.8,0.63,24.7,0.76,29.37,0.73,32.09,4.82,18.51,0.83,44.04,0.0,1.0,3.0,2.0,2.0,15.88,4.82,8.0,3.0,6.0,7.0,3.9309,4.5276,4.61,0.83,11.9491,32.46,2.0
5.07,26.71,5.61,18.06,1.96,41.64,0.69,27.28,4.03,31.99,8.84,35.7,8.94,22.13,8.07,16.32,1.21,23.82,1.12,35.78,1.07,30.74,1.0,1.0,1.0,2.0,2.0,8.94,8.84,8.0,3.0,4.0,5.0,4.2373,3.1231,5.2133,1.96,4.7027,25.32,4.0
0.69,29.96,2.76,34.66,1.03,21.18,1.1,19.11,0.75,26.78,1.76,14.95,11.91,32.31,3.57,20.09,14.49,16.9,6.2,41.94,0.89,17.47,0.0,1.0,2.0,3.0,1.0,14.49,11.91,9.0,2.0,5.0,7.0,4.1045,4.5973,3.5733,1.76,10.3855,26.99,5.0
0.33,24.23,0.08,35.3,0.03,26.8,3.97,18.06,13.75,18.92,0.59,43.63,1.39,20.08,0.12,32.46,6.36,10.86,12.97,36.29,5.68,21.42,4.0,1.0,4.0,3.0,2.0,13.75,12.97,7.0,4.0,6.0,5.0,4.1155,4.8791,2.5533,0.59,9.6345,32.77,5.0
0.28,23.52,0.35,36.01,13.58,22.11,3.87,27.78,6.74,17.69,5.2,36.5,0.11,32.14,7.07,41.42,1.23,32.01,0.45,28.25,1.43,9.56,0.0,0.0,1.0,1.0,3.0,13.58,5.2,8.0,3.0,6.0,6.0,3.6645,4.0238,4.25,1.43,9.9155,31.86,2.0
0.85,26.38,1.08,28.87,0.8,23.89,6.67,11.15,9.49,35.89,6.11,34.26,1.53,33.69,6.82,42.6,12.17,24.61,0.59,20.86,4.18,26.0,1.0,1.0,3.0,2.0,3.0,12.17,9.49,9.0,2.0,4.0,6.0,4.5718,3.8052,6.745,6.67,7.5982,31.45,2.0
12.18,35.3,4.73,8.4,0.39,22.89,0.4,26.82,0.84,19.6,3.48,23.51,3.92,19.19,0.41,29.64,5.29,44.89,12.27,20.42,4.45,31.69,0.0,-1.0,2.0,1.0,3.0,12.27,12.18,8.0,3.0,4.0,7.0,4.3964,4.1023,4.8233,4.45,7.8736,36.49,4.0
0.26,24.49,6.17,35.2,3.71,26.78,15.07,26.13,0.09,31.87,5.52,25.65,4.17,30.8,6.53,40.0,0.09,28.47,0.45,35.72,4.86,16.87,0.0,-1.0,2.0,1.0,3.0,15.07,6.17,9.0,2.0,4.0,6.0,4.2655,4.191,5.695,4.86,10.8045,23.13,0.0
0.5,28.95,3.1,17.85,4.06,26.16,11.06,20.87,0.58,22.15,11.01,33.61,6.13,39.06,0.69,17.97,0.64,25.17,4.47,22.9,0.77,44.59,1.0,2.0,3.0,1.0,3.0,11.06,11.01,9.0,2.0,5.0,7.0,3.91,3.8268,1.935,0.77,7.15,26.74,2.0
1.94,31.06,0.1,35.42,0.6,24.71,7.98,43.31,15.18,22.31,10.38,33.48,8.3,10.3,1.05,26.97,3.67,25.3,2.01,32.47,7.16,19.13,1.0,-2.0,4.0,3.0,2.0,15.18,10.38,8.0,3.0,3.0,6.0,5.3064,4.6223,7.8133,7.16,9.8736,33.01,1.0
1.58,33.28,11.21,24.56,1.25,8.86,0.97,20.87,1.05,18.3,0.77,29.93,0.87,23.6,3.37,32.09,0.87,26.05,3.8,36.64,0.99,15.36,3.0,0.0,1.0,3.0,1.0,11.21,3.8,9.0,2.0,7.0,8.0,2.43,2.9495,1.87,0.99,8.78,27.78,0.0
13.68,18.75,16.04,34.9,0.3,28.6,0.23,32.38,4.8,36.68,5.64,30.09,4.34,21.43,0.23,24.7,3.02,43.83,0.06,34.82,1.06,8.29,0.0,1.0,4.0,1.0,3.0,16.04,13.68,8.0,3.0,5.0,6.0,4.4909,5.2803,2.8067,1.06,11.5491,35.54,2.0
1.31,40.8,0.87,16.44,1.19,21.42,1.19,22.56,0.94,13.67,1.09,24.99,1.18,27.23,4.24,21.71,1.29,30.29,1.29,19.48,1.16,18.58,1.0,0.0,1.0,2.0,0.0,0.87,-1.0,9.0,2.0,10.0,9.0,1.4318,0.898,1.125,0.94,0.5618,27.13,5.0
0.23,23.58,0.07,34.93,10.5,24.52,5.52,38.1,0.18,26.91,3.11,24.48,10.58,35.29,0.39,30.63,4.27,30.28,6.07,17.62,3.69,32.42,0.0,-1.0,3.0,2.0,1.0,10.58,10.5,10.0,1.0,4.0,7.0,4.0555,3.6971,5.795,5.52,6.5245,20.48,4.0
3.51,25.44,0.5,27.85,9.2,34.9,3.6,30.07,0.18,34.88,0.2,30.1,6.7,19.73,0.27,25.41,10.67,23.55,0.86,22.63,5.24,42.13,1.0,-2.0,3.0,1.0,3.0,10.67,9.2,10.0,1.0,5.0,7.0,3.7209,3.6301,5.97,5.24,6.9491,22.4,4.0
13.71,18.22,8.86,7.59,7.68,33.84,1.14,30.07,1.33,23.99,0.76,21.15,4.62,21.64,1.43,33.05,4.12,28.68,4.32,15.79,13.72,30.13,1.0,0.0,1.0,3.0,2.0,13.72,13.71,9.0,2.0,4.0,6.0,5.6082,4.5765,6.9533,4.32,8.1118,26.25,4.0
1.4,32.14,16.22,32.65,1.01,29.08,0.48,35.21,11.48,20.57,6.03,43.36,0.93,26.64,4.44,21.54,0.36,24.58,1.73,38.05,5.7,9.78,0.0,-1.0,3.0,3.0,3.0,16.22,11.48,9.0,2.0,5.0,7.0,4.5255,4.9116,4.4867,1.73,11.6945,33.58,2.0
10.82,32.38,6.5,9.83,0.32,21.53,0.53,26.76,0.64,19.09,3.32,23.11,5.27,17.69,6.81,44.03,11.24,20.79,3.82,36.91,0.27,29.34,0.0,-1.0,2.0,1.0,3.0,11.24,10.82,8.0,3.0,4.0,5.0,4.5036,3.8516,5.71,3.82,6.7364,34.2,2.0
13.96,22.4,0.05,33.03,0.91,37.89,14.0,35.53,0.86,22.56,0.55,30.88,5.19,26.31,2.36,33.81,0.09,35.56,3.22,21.2,6.99,17.03,1.0,1.0,4.0,3.0,2.0,14.0,13.96,10.0,1.0,5.0,7.0,4.38,4.9861,3.7067,0.91,9.62,20.86,5.0
0.95,44.17,6.17,20.95,0.62,25.02,0.49,18.05,1.36,35.55,3.48,29.8,3.31,26.22,2.39,17.29,0.45,21.25,0.27,29.77,15.06,31.3,1.0,0.0,3.0,2.0,2.0,15.06,6.17,9.0,2.0,6.0,7.0,3.1409,4.1427,1.5667,0.95,11.9191,26.88,0.0
0.63,21.03,0.59,29.86,9.66,45.4,6.13,9.46,14.09,18.96,2.92,24.67,1.79,22.07,0.95,25.18,0.49,17.16,16.17,32.83,2.26,34.66,1.0,1.0,4.0,1.0,3.0,16.17,14.09,8.0,3.0,4.0,6.0,5.0618,5.4587,6.0167,2.26,11.1082,35.94,2.0
2.82,8.84,0.09,21.21,0.18,29.41,0.2,24.96,0.54,33.56,3.42,25.57,1.51,43.34,2.71,18.09,15.47,25.72,0.04,18.79,4.3,15.81,0.0,2.0,3.0,2.0,1.0,15.47,4.3,9.0,2.0,5.0,8.0,2.8436,4.2481,1.6233,0.54,12.6264,34.5,2.0
0.68,19.49,0.33,29.01,10.97,19.32,13.35,33.01,3.85,23.51,0.15,21.51,4.08,33.79,4.01,21.22,6.77,13.76,0.01,25.25,8.08,42.92,0.0,-2.0,4.0,1.0,3.0,13.35,10.97,9.0,2.0,4.0,7.0,4.7527,4.3626,7.425,6.77,8.5973,29.16,4.0
15.54,20.13,8.25,37.76,0.89,28.92,1.23,32.8,3.01,31.8,10.99,30.46,1.25,45.49,6.13,9.77,3.55,27.39,4.94,17.91,0.51,24.43,3.0,1.0,4.0,3.0,3.0,15.54,10.99,7.0,4.0,4.0,5.0,5.1173,4.5732,6.44,4.94,10.4227,35.72,2.0
7.53,40.76,12.43,35.2,4.02,27.95,3.62,32.79,0.71,35.43,0.33,22.64,0.64,30.92,1.08,27.67,3.7,21.89,6.2,17.38,13.88,21.76,1.0,1.0,4.0,2.0,2.0,13.88,12.43,9.0,2.0,4.0,7.0,4.9218,4.4821,5.81,3.7,8.9582,23.38,3.0
13.39,33.91,4.56,36.26,0.53,20.93,4.91,30.56,10.76,21.08,0.71,23.43,0.31,26.22,7.59,17.93,0.62,17.05,0.74,29.52,5.65,40.19,1.0,0.0,3.0,1.0,3.0,13.39,10.76,8.0,3.0,5.0,6.0,4.5245,4.3289,5.9333,4.56,8.8655,23.14,3.0
16.54,26.13,11.04,33.86,0.66,26.05,0.46,43.42,0.08,22.35,0.68,31.83,3.74,22.41,0.89,35.5,4.22,16.82,8.37,9.94,0.0,28.4,1.0,1.0,3.0,3.0,3.0,16.54,11.04,8.0,3.0,6.0,6.0,4.2436,5.2321,4.35,0.46,12.2964,33.48,0.0
0.76,21.65,10.84,17.65,5.19,28.68,5.2,35.62,3.54,15.57,5.32,24.36,19.95,30.04,2.02,44.51,0.91,25.29,0.88,16.97,0.71,28.88,1.0,-1.0,3.0,2.0,3.0,19.95,10.84,9.0,2.0,4.0,5.0,5.0291,5.5504,3.5867,2.02,14.9209,28.94,2.0
3.4,28.75,7.39,20.88,0.71,26.72,0.45,29.4,0.46,22.65,1.41,14.08,3.36,20.46,4.5,43.12,8.41,30.89,0.59,17.79,5.11,36.72,1.0,1.0,4.0,3.0,1.0,8.41,7.39,9.0,2.0,5.0,7.0,3.2536,2.7196,2.955,1.41,5.1564,29.04,5.0
0.47,35.67,4.2,33.55,17.23,19.32,0.89,31.66,4.7,28.47,3.99,22.51,0.49,27.39,0.39,24.35,11.16,35.85,1.63,40.57,5.93,13.42,0.0,1.0,4.0,1.0,3.0,17.23,11.16,8.0,3.0,4.0,7.0,4.6436,5.0371,3.85,1.63,12.5864,27.15,1.0
0.6,25.43,0.35,35.52,6.03,13.93,11.21,31.14,1.44,27.86,1.34,21.25,1.14,29.97,17.73,21.97,2.27,36.33,1.57,31.38,7.21,40.14,1.0,1.0,3.0,3.0,1.0,17.73,11.21,9.0,2.0,5.0,7.0,4.6264,5.276,4.86,1.34,13.1036,26.21,1.0
0.29,26.75,0.12,24.33,8.69,14.56,15.18,16.9,7.58,19.3,0.31,32.81,14.74,34.23,5.81,33.34,6.05,27.38,8.94,40.92,0.08,35.51,1.0,-1.0,3.0,3.0,3.0,15.18,14.74,7.0,4.0,4.0,4.0,6.1627,5.3376,8.4033,7.58,9.0173,26.36,2.0
4.32,28.9,11.96,19.93,6.68,40.55,1.09,29.11,0.57,32.34,4.79,21.94,0.79,36.51,1.07,24.83,3.63,34.91,5.85,15.49,10.02,35.05,0.0,-1.0,3.0,2.0,3.0,11.96,10.02,8.0,3.0,4.0,7.0,4.6155,3.6435,6.265,5.85,7.3445,25.06,3.0
13.21,37.04,2.12,39.25,6.76,17.67,0.34,35.8,0.65,29.69,1.64,32.28,3.42,27.3,0.71,23.02,4.07,25.63,11.44,21.01,6.05,42.03,0.0,1.0,4.0,3.0,2.0,13.21,11.44,9.0,2.0,3.0,7.0,4.5827,4.1904,4.75,2.12,8.6273,24.36,5.0
