defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,offensive_alignment,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,avg_safety_distance,lateral_spread,target_y
6.84,7.87,5.54,26.34,0.75,29.41,1.17,22.69,5.97,34.13,9.2,41.78,4.91,21.66,4.4,16.59,14.38,25.46,0.69,18.12,1.06,25.97,0.0,0.0,2.0,2.0,0.0,14.38,4.4,8.0,3.0,4.0,6.0,4.9918,4.0163,7.3367,5.97,9.3882,33.91,2.0
1.54,31.17,2.55,19.09,1.07,32.73,0.45,23.92,16.16,20.94,0.74,35.49,1.68,9.87,1.2,28.83,2.17,24.89,4.03,39.65,0.9,46.7,3.0,0.0,1.0,1.0,3.0,16.16,2.55,8.0,3.0,5.0,7.0,2.9536,4.285,2.2033,0.9,13.2064,36.83,2.0
5.09,14.77,8.91,33.41,3.5,25.5,4.25,29.65,0.16,26.75,0.29,29.78,4.05,36.59,0.47,36.43,0.63,32.35,0.43,23.43,11.57,18.2,1.0,-2.0,3.0,2.0,1.0,11.57,8.91,9.0,2.0,5.0,8.0,3.5773,3.6435,4.57,4.05,7.9927,21.82,4.0
0.46,35.02,6.17,22.73,1.03,16.66,0.4,27.65,3.22,29.78,3.65,32.76,0.55,23.45,2.75,26.12,4.39,39.2,13.05,29.91,0.64,32.23,2.0,-1.0,3.0,1.0,3.0,13.05,6.17,10.0,1.0,5.0,8.0,3.3009,3.5826,2.71,1.03,9.7491,22.54,2.0
0.34,35.59,0.01,32.39,0.17,36.6,1.44,17.38,17.87,26.3,0.45,29.88,0.34,8.17,0.93,22.96,0.46,25.07,0.82,28.06,1.8,38.09,1.0,2.0,3.0,3.0,1.0,0.46,0.17,9.0,2.0,9.0,8.0,2.2391,4.97,5.3625,0.34,1.9591,29.92,0.0
0.92,20.99,1.02,35.46,1.14,8.97,1.1,25.24,1.54,16.0,3.45,31.81,4.32,27.05,0.91,18.06,0.85,29.6,14.72,27.73,1.99,22.58,2.0,-1.0,3.0,3.0,1.0,14.72,1.54,9.0,2.0,6.0,8.0,2.9055,3.8925,1.87,1.02,11.8145,26.49,0.0
3.01,21.49,8.09,18.85,0.7,29.68,0.85,22.97,1.02,13.66,4.0,26.62,8.59,40.18,7.96,31.14,3.19,31.74,0.69,18.68,0.73,26.31,0.0,1.0,2.0,1.0,3.0,8.09,7.96,9.0,2.0,5.0,7.0,3.53,3.0752,4.805,1.02,4.6509,26.52,3.0
4.55,25.96,18.78,26.8,3.69,30.18,0.73,20.65,0.24,28.78,4.89,18.07,0.33,17.41,2.28,43.4,0.5,24.5,4.68,22.65,4.2,8.85,0.0,-1.0,2.0,1.0,3.0,18.78,4.89,9.0,2.0,4.0,8.0,4.0791,4.9871,3.24,2.28,14.7009,34.55,2.0
6.65,8.72,0.95,28.87,5.93,18.02,6.13,33.46,0.42,17.52,17.72,17.23,18.1,37.27,6.28,24.96,0.65,26.1,8.25,43.61,0.7,21.13,0.0,-3.0,4.0,2.0,1.0,18.1,17.72,8.0,3.0,4.0,4.0,6.5255,6.0277,7.01,6.13,11.5745,34.89,1.0
0.4,29.98,0.23,26.95,3.83,45.02,0.4,23.06,0.91,24.74,0.11,21.79,0.44,18.98,0.01,9.04,12.16,18.89,12.91,29.66,3.54,34.51,0.0,0.0,3.0,1.0,3.0,12.91,12.16,8.0,3.0,7.0,6.0,3.1764,4.5941,2.46,0.01,9.7336,35.98,1.0
1.14,31.87,0.82,24.21,4.23,27.28,4.07,20.27,6.12,36.14,16.56,25.16,8.16,40.39,9.56,16.57,0.88,28.81,0.72,34.97,4.29,30.52,0.0,-2.0,3.0,1.0,3.0,16.56,8.16,9.0,2.0,4.0,7.0,5.1409,4.6228,6.815,4.07,11.4191,23.82,2.0
3.74,32.74,0.11,24.55,0.29,32.82,4.37,39.13,0.61,29.29,8.29,9.47,3.4,28.5,6.74,42.48,11.91,21.84,0.61,36.13,0.77,16.34,3.0,-1.0,3.0,2.0,2.0,11.91,4.37,8.0,3.0,5.0,7.0,3.7127,3.6983,7.515,6.74,8.1973,33.01,2.0
0.95,17.8,3.66,24.07,6.06,30.7,3.23,36.47,1.16,21.02,1.08,23.13,3.2,19.0,1.05,26.56,3.67,16.78,0.83,29.47,2.03,42.33,0.0,0.0,1.0,2.0,1.0,6.06,3.2,9.0,2.0,5.0,8.0,2.4473,1.5871,2.9767,2.03,3.6127,25.55,0.0
0.98,28.09,1.15,24.88,6.31,22.17,2.96,38.24,4.54,13.81,1.44,18.31,16.38,22.5,5.55,31.28,1.44,21.59,1.18,31.95,14.58,32.41,1.0,0.0,5.0,3.0,1.0,16.38,14.58,9.0,2.0,5.0,5.0,5.1373,5.2083,2.98,1.44,11.2427,24.43,1.0
6.46,38.68,6.08,36.02,3.28,22.42,6.23,18.93,0.3,36.0,0.58,28.62,17.68,27.46,0.68,31.86,0.59,24.9,4.53,29.52,4.22,33.02,0.0,1.0,3.0,1.0,3.0,17.68,6.08,10.0,1.0,4.0,7.0,4.6027,4.7423,5.3233,3.28,13.0773,19.75,2.0
0.77,26.56,0.41,36.62,7.36,47.65,0.81,32.42,4.68,36.35,14.89,37.84,5.67,19.89,4.38,26.58,0.96,21.79,8.15,13.66,12.12,22.21,3.0,1.0,4.0,1.0,3.0,14.89,12.12,9.0,2.0,4.0,6.0,5.4727,4.6252,6.02,4.68,9.4173,33.99,4.0
13.43,34.61,1.15,25.06,0.51,29.78,3.48,22.21,3.43,26.54,1.94,35.12,0.8,22.55,0.43,19.15,1.95,8.78,11.25,16.65,1.58,45.42,0.0,0.0,1.0,2.0,0.0,13.43,11.25,7.0,4.0,4.0,6.0,3.6318,4.2446,1.8233,1.58,9.7982,36.64,3.0
12.73,26.34,0.51,31.82,9.42,40.99,0.61,35.49,2.97,25.8,6.45,12.0,1.59,35.28,0.36,24.18,0.67,27.29,5.18,16.2,1.13,43.77,3.0,-1.0,3.0,3.0,2.0,12.73,9.42,7.0,4.0,5.0,6.0,3.7836,3.9953,4.2533,1.13,8.9464,31.77,2.0
5.75,37.73,2.86,37.14,0.77,28.79,4.13,22.9,7.91,17.16,0.74,34.98,15.83,26.8,0.88,31.76,0.99,24.71,4.69,29.3,4.07,33.26,0.0,1.0,1.0,1.0,3.0,15.83,2.86,10.0,1.0,4.0,8.0,4.42,4.2428,5.93,4.13,11.41,20.57,2.0
0.33,29.03,3.48,36.09,14.12,28.71,1.38,24.72,8.93,19.21,0.89,9.55,0.19,18.21,0.58,20.71,4.45,28.14,0.46,26.88,1.14,33.78,1.0,-2.0,4.0,3.0,2.0,14.12,8.93,8.0,3.0,7.0,6.0,3.2682,4.2451,1.8367,0.89,10.8518,26.54,1.0
1.03,28.57,0.6,32.36,2.15,18.67,11.55,34.65,8.18,8.24,3.64,24.45,0.86,35.45,1.29,23.39,7.28,39.81,3.7,32.84,12.9,22.4,1.0,0.0,1.0,3.0,2.0,12.9,11.55,8.0,3.0,4.0,6.0,4.8345,4.2427,5.87,2.15,8.0655,31.57,2.0
0.32,32.15,0.66,19.28,1.93,33.89,0.49,25.6,0.13,21.48,6.77,33.75,13.51,26.89,3.47,14.58,3.9,26.38,7.25,9.37,0.45,28.92,3.0,0.0,2.0,2.0,2.0,13.51,6.77,9.0,2.0,5.0,7.0,3.5345,3.9939,3.7933,0.66,9.9755,24.52,0.0
0.6,30.21,0.48,21.46,3.67,30.58,5.36,22.51,0.46,24.02,0.58,26.22,15.24,18.35,0.22,18.54,6.97,36.27,5.03,27.04,0.92,8.48,1.0,-1.0,1.0,1.0,3.0,15.24,3.67,9.0,2.0,6.0,6.0,3.5936,4.3517,3.945,0.92,11.6464,27.79,2.0
0.93,21.52,0.69,25.02,3.92,31.86,12.88,16.56,8.59,12.87,3.12,19.27,0.37,29.19,0.77,16.79,6.22,37.65,6.22,26.85,12.06,30.73,0.0,-1.0,1.0,3.0,3.0,12.88,12.06,9.0,2.0,4.0,6.0,5.07,4.3372,6.2433,3.92,7.81,24.78,2.0
0.75,21.02,13.72,17.92,5.75,26.41,2.51,32.98,2.81,42.45,0.61,16.77,1.08,24.76,3.48,10.42,16.87,36.56,0.94,29.82,5.48,20.43,0.0,1.0,4.0,2.0,2.0,16.87,13.72,8.0,3.0,4.0,5.0,4.9091,5.2234,2.9333,2.51,11.9609,32.03,1.0
4.27,28.91,0.54,32.17,5.14,37.53,1.16,26.72,11.52,31.88,8.86,10.89,0.64,35.99,0.82,23.6,8.6,19.95,1.06,28.81,3.98,32.03,2.0,-3.0,4.0,1.0,3.0,11.52,8.6,10.0,1.0,5.0,7.0,4.2355,3.7194,7.0,5.14,7.2845,26.64,2.0
0.4,32.2,0.22,24.98,0.83,45.98,0.37,30.4,0.73,21.25,9.1,31.89,0.54,36.85,2.09,25.58,0.4,35.12,5.56,16.92,8.85,20.86,1.0,1.0,4.0,4.0,1.0,9.1,8.85,9.0,2.0,7.0,7.0,2.6445,3.3235,0.78,0.73,6.4555,29.06,4.0
6.4,19.47,9.74,37.9,3.29,23.32,0.66,38.65,0.55,35.08,0.78,31.01,12.39,24.91,0.85,27.91,0.84,25.27,3.6,34.21,4.45,29.38,1.0,-1.0,1.0,2.0,3.0,12.39,9.74,10.0,1.0,5.0,8.0,3.9591,3.8528,3.45,0.66,8.4309,19.18,4.0
0.34,35.6,15.6,34.65,6.11,10.23,0.63,28.68,0.35,32.61,3.93,34.36,7.4,40.26,0.02,24.08,5.49,19.16,16.65,18.82,4.34,30.71,0.0,-2.0,4.0,1.0,3.0,16.65,15.6,7.0,4.0,4.0,6.0,5.5327,5.5678,6.3333,5.49,11.1173,30.03,4.0
5.36,26.57,4.23,20.96,12.77,18.86,14.52,34.5,1.32,42.32,0.3,32.05,0.62,27.52,0.17,21.33,2.52,10.33,0.63,24.67,5.15,32.74,0.0,-2.0,4.0,1.0,3.0,14.52,12.77,9.0,2.0,5.0,5.0,4.3264,4.7687,4.23,4.23,10.1936,31.99,1.0
11.22,21.92,0.25,26.43,0.06,24.11,4.64,25.95,0.31,40.5,7.07,15.84,4.9,32.14,0.36,29.04,1.69,20.99,11.11,35.16,0.29,34.85,1.0,1.0,3.0,3.0,2.0,11.22,11.11,9.0,2.0,5.0,7.0,3.8091,4.1393,3.0233,0.31,7.4109,24.66,4.0
3.29,28.84,10.06,34.94,0.29,26.17,7.99,28.1,3.39,15.7,0.18,28.95,0.31,18.56,2.24,20.38,0.77,23.41,4.52,45.0,1.19,9.2,3.0,-1.0,4.0,4.0,1.0,10.06,7.99,8.0,3.0,5.0,7.0,3.1118,3.1408,3.0333,1.19,6.9482,35.8,5.0
2.79,25.66,13.46,36.47,0.08,26.16,0.05,28.61,0.13,14.54,2.62,31.95,0.36,43.65,10.41,20.16,0.37,18.32,0.0,35.84,0.19,24.05,1.0,-1.0,3.0,3.0,1.0,13.46,10.41,8.0,3.0,7.0,6.0,2.7691,4.4739,0.245,0.13,10.6909,29.11,5.0
0.89,35.07,1.9,38.36,5.26,24.58,7.19,40.14,0.88,28.71,0.54,31.98,5.65,9.53,0.27,24.57,2.15,21.82,18.65,16.36,5.92,32.76,1.0,3.0,3.0,2.0,2.0,18.65,1.9,8.0,3.0,4.0,6.0,4.4818,5.0755,4.9967,2.15,14.1682,30.61,1.0
8.35,30.16,0.7,30.78,0.42,27.69,4.1,31.66,3.22,23.96,5.18,35.85,14.39,23.0,0.73,24.22,6.82,12.13,4.07,28.43,0.86,35.65,2.0,0.0,1.0,1.0,3.0,14.39,8.35,10.0,1.0,4.0,7.0,4.44,4.0336,5.0733,3.22,9.95,23.72,0.0
6.95,43.57,11.54,17.52,3.73,27.76,3.86,22.68,0.49,26.21,0.51,22.49,6.57,34.46,8.01,10.52,0.44,17.44,1.1,29.66,14.67,32.29,1.0,3.0,3.0,1.0,3.0,14.67,11.54,8.0,3.0,4.0,6.0,5.2609,4.5754,7.1767,6.57,9.4091,33.05,4.0
0.98,24.09,3.27,18.58,0.76,26.55,0.6,9.59,4.75,24.13,0.66,17.69,0.77,21.58,1.1,41.53,0.6,29.56,14.94,32.19,0.53,33.91,0.0,1.0,2.0,2.0,1.0,14.94,3.27,8.0,3.0,8.0,7.0,2.6327,4.1009,0.7433,0.53,12.3073,31.94,0.0
4.81,8.09,10.7,31.25,0.33,21.6,0.46,29.22,0.39,25.34,4.64,18.19,5.23,27.28,3.8,45.07,4.63,33.93,12.78,20.45,0.69,18.49,3.0,3.0,4.0,2.0,3.0,12.78,10.7,9.0,2.0,4.0,6.0,4.4055,3.9678,4.4167,3.8,8.3745,36.98,4.0
0.39,17.71,14.11,17.77,0.84,21.1,4.06,20.42,5.94,25.43,2.5,34.37,0.97,24.41,0.85,11.23,0.51,29.13,20.32,29.69,1.07,43.95,0.0,0.0,4.0,2.0,3.0,20.32,14.11,8.0,3.0,6.0,5.0,4.6873,6.2687,1.4733,0.85,15.6327,32.72,1.0
0.29,27.65,14.21,29.89,3.82,19.42,0.41,21.19,0.43,24.0,3.8,29.52,6.44,15.91,4.09,25.03,0.28,32.33,2.2,36.32,7.05,37.24,0.0,1.0,2.0,2.0,1.0,14.21,3.82,9.0,2.0,4.0,8.0,3.9109,3.9996,5.23,2.2,10.2991,21.33,0.0
1.0,17.73,0.96,29.74,8.51,29.25,3.78,11.98,1.07,20.29,10.3,18.75,3.85,25.08,4.27,31.06,5.16,19.77,5.32,35.74,1.32,26.56,0.0,-1.0,3.0,3.0,2.0,10.3,8.51,9.0,2.0,4.0,6.0,4.14,2.9704,4.4567,3.78,6.16,23.76,5.0
0.03,17.72,15.3,32.78,0.06,26.65,0.03,20.91,3.54,22.54,4.3,33.8,0.21,16.18,0.12,29.99,17.01,16.84,5.75,15.8,7.44,43.16,0.0,2.0,3.0,3.0,2.0,17.01,15.3,9.0,2.0,5.0,6.0,4.89,5.8768,4.425,0.21,12.12,27.36,5.0
0.04,29.22,14.96,28.17,4.45,24.21,3.92,20.93,0.56,21.84,0.46,24.78,0.09,19.54,6.18,39.21,1.91,35.49,1.23,15.64,5.04,13.57,0.0,3.0,2.0,2.0,3.0,14.96,1.23,8.0,3.0,5.0,7.0,3.5309,4.1683,4.3767,1.91,11.4291,25.64,1.0
1.01,42.56,14.37,17.0,0.76,24.03,12.28,33.73,0.49,32.27,0.51,35.03,2.83,38.85,1.28,29.71,5.13,31.09,0.35,26.83,1.88,11.27,0.0,-4.0,2.0,2.0,2.0,14.37,12.28,8.0,3.0,6.0,6.0,3.7173,4.7388,1.9067,1.01,10.6527,31.29,1.0
0.63,21.29,4.49,20.94,1.61,30.48,0.62,25.53,3.6,27.5,0.85,31.69,0.88,23.58,1.48,11.86,14.6,26.76,0.65,18.13,3.71,23.67,0.0,1.0,4.0,2.0,2.0,14.6,1.61,10.0,1.0,6.0,9.0,3.0109,3.9058,2.985,1.48,11.5891,19.83,0.0
1.08,28.71,8.08,14.44,11.43,27.82,4.43,26.61,0.98,26.34,4.18,19.5,7.53,32.78,0.72,18.47,0.88,21.49,0.63,23.46,2.35,32.07,1.0,0.0,3.0,2.0,1.0,11.43,4.18,11.0,0.0,5.0,8.0,3.8445,3.5224,7.805,7.53,7.5855,18.34,2.0
0.53,29.29,0.44,19.02,1.21,23.37,5.25,15.13,0.97,25.28,3.89,27.82,0.78,27.06,14.76,26.61,0.65,21.24,6.95,34.52,12.33,17.42,0.0,0.0,4.0,3.0,2.0,14.76,12.33,10.0,1.0,6.0,7.0,4.3418,4.8376,5.3633,3.89,10.4182,19.39,1.0
4.74,22.55,1.26,26.34,1.01,18.06,0.97,21.11,1.19,28.19,1.38,24.48,5.9,35.55,4.0,25.77,9.25,15.19,13.12,30.37,8.99,25.38,0.0,-1.0,2.0,1.0,3.0,13.12,8.99,10.0,1.0,5.0,7.0,4.71,3.9845,7.575,5.9,8.41,20.36,1.0
0.23,24.24,0.21,27.41,0.43,34.83,4.68,28.62,3.21,33.44,0.49,30.68,4.95,19.57,6.22,38.03,12.41,32.96,5.09,16.09,3.88,24.37,0.0,1.0,1.0,1.0,3.0,12.41,4.95,9.0,2.0,4.0,7.0,3.8,3.4648,4.84,3.21,8.61,21.94,2.0
3.8,14.44,12.29,19.75,2.18,34.15,11.39,37.25,0.58,28.5,0.69,25.33,13.11,29.88,0.65,22.57,0.64,19.62,4.51,25.73,1.04,17.55,1.0,-1.0,4.0,2.0,3.0,13.11,12.29,9.0,2.0,5.0,7.0,4.6255,4.8576,5.79,2.18,8.4845,22.81,1.0
2.57,36.44,7.34,33.1,0.21,28.56,1.82,19.07,3.8,26.47,2.45,10.46,0.05,36.03,3.03,30.3,0.19,31.9,0.02,24.38,13.33,20.85,1.0,2.0,3.0,1.0,3.0,13.33,7.34,9.0,2.0,4.0,7.0,3.1645,3.8261,2.28,1.82,10.1655,25.98,3.0
0.18,32.42,1.75,27.8,0.64,10.74,7.5,23.04,0.36,27.48,20.1,22.51,14.94,32.53,3.32,19.93,0.13,36.86,0.76,35.15,0.12,24.22,1.0,1.0,4.0,3.0,3.0,20.1,14.94,9.0,2.0,6.0,6.0,4.5273,6.5593,3.82,0.64,15.5727,26.12,5.0
0.57,24.99,0.27,27.29,3.89,33.56,14.56,28.2,2.12,18.64,3.69,29.26,0.87,35.23,0.6,30.84,1.01,24.06,3.57,25.75,0.57,39.51,2.0,0.0,1.0,2.0,2.0,14.56,3.57,10.0,1.0,6.0,9.0,2.8836,3.924,1.345,0.57,11.6764,20.87,0.0
0.95,7.47,0.79,23.2,16.64,40.78,19.55,24.06,5.37,33.66,6.77,11.87,0.03,28.84,4.85,29.72,0.23,17.12,1.92,44.65,16.9,11.41,3.0,-1.0,2.0,1.0,3.0,19.55,16.9,5.0,6.0,4.0,4.0,6.7273,7.0733,2.7467,0.95,12.8227,37.18,2.0
0.4,22.9,0.98,14.86,5.39,24.78,0.33,20.94,0.37,16.5,3.93,23.44,10.81,27.45,3.03,29.92,0.46,34.72,0.42,26.4,0.61,29.84,1.0,-2.0,2.0,3.0,1.0,10.81,3.03,10.0,1.0,7.0,8.0,2.43,3.1291,2.0733,0.37,8.38,19.86,0.0
0.2,36.52,0.45,24.4,1.51,29.73,1.0,9.58,0.44,39.49,0.28,35.19,2.77,28.09,0.4,28.75,0.72,18.9,16.28,26.2,0.62,26.84,0.0,1.0,2.0,3.0,1.0,16.28,0.2,9.0,2.0,8.0,8.0,2.2427,4.4949,0.72,0.44,14.0373,29.91,0.0
9.09,24.11,13.68,32.81,1.55,34.65,0.64,32.48,0.37,29.59,4.95,27.74,0.49,36.71,0.19,23.99,1.88,19.83,0.8,41.64,4.36,10.3,0.0,-3.0,4.0,1.0,3.0,13.68,9.09,8.0,3.0,5.0,6.0,3.4545,4.1496,2.3467,0.8,10.2255,31.34,1.0
0.9,24.99,0.43,33.59,0.39,32.04,10.92,18.07,0.69,28.94,9.4,33.37,5.06,39.16,2.55,25.31,1.53,35.23,3.39,29.64,0.62,9.89,0.0,0.0,1.0,1.0,3.0,10.92,9.4,9.0,2.0,5.0,7.0,3.2618,3.5486,2.4033,0.62,7.6582,29.27,5.0
0.48,18.33,3.42,25.55,13.59,22.2,6.61,35.92,0.33,26.2,0.47,43.85,9.99,30.47,0.45,30.36,0.52,22.96,3.32,21.62,1.2,8.75,1.0,-1.0,3.0,1.0,3.0,13.59,9.99,8.0,3.0,6.0,6.0,3.6709,4.3185,2.76,0.47,9.9191,35.1,0.0
6.2,27.72,13.88,33.89,5.74,35.08,0.35,24.09,13.01,19.34,0.66,32.85,8.05,8.86,0.62,27.21,0.38,35.19,3.0,19.51,8.36,42.07,3.0,1.0,2.0,3.0,3.0,13.88,13.01,7.0,4.0,4.0,4.0,5.4773,4.7489,6.47,3.0,8.4027,33.21,4.0
1.27,27.29,7.33,24.25,7.62,38.79,3.83,12.29,0.57,35.31,1.42,30.88,0.99,24.23,0.81,29.15,1.22,32.06,1.29,19.05,1.77,44.32,1.0,-2.0,4.0,4.0,1.0,7.62,7.33,8.0,3.0,7.0,6.0,2.5564,2.4579,2.8,1.77,5.0636,32.03,2.0
13.45,24.2,0.55,26.92,0.72,33.48,7.16,39.84,9.94,16.18,0.13,25.22,0.57,29.8,0.81,22.52,4.06,31.86,2.29,35.76,11.99,33.08,0.0,2.0,4.0,2.0,2.0,13.45,2.29,9.0,2.0,5.0,7.0,4.6973,4.8201,9.6967,7.16,8.7527,23.66,4.0
9.89,13.2,1.05,28.69,11.23,31.05,10.57,38.11,0.81,19.59,1.07,16.9,0.84,24.6,1.0,30.07,1.22,26.59,1.08,21.01,1.04,22.65,3.0,1.0,4.0,3.0,3.0,1.07,1.05,9.0,2.0,8.0,8.0,3.6182,4.2639,10.5633,9.89,2.6591,24.91,5.0
0.12,26.58,7.55,8.74,5.26,44.49,0.23,32.46,2.87,22.24,0.16,36.07,13.56,37.12,12.24,27.12,4.43,30.76,10.3,18.96,0.69,29.43,0.0,-3.0,3.0,2.0,1.0,13.56,12.24,8.0,3.0,4.0,6.0,5.2191,4.7982,7.7033,5.26,8.3409,35.75,1.0
0.93,20.31,0.65,35.55,6.76,32.39,0.87,31.22,4.62,18.59,2.98,30.32,1.6,39.06,9.27,22.66,1.14,21.31,0.66,24.59,0.48,27.61,1.0,-1.0,3.0,3.0,2.0,9.27,6.76,10.0,1.0,6.0,8.0,2.7236,2.8095,3.11,1.6,6.5464,20.47,0.0
12.1,19.11,1.14,21.12,1.0,18.38,5.27,23.91,4.27,33.81,0.96,14.22,1.01,29.27,5.36,27.5,4.9,19.84,0.88,26.37,7.79,28.12,0.0,1.0,3.0,1.0,3.0,12.1,7.79,10.0,1.0,5.0,6.0,4.0618,3.4295,2.615,0.96,8.0382,19.59,0.0
0.55,22.52,0.42,26.5,0.32,18.71,7.83,12.47,8.41,35.27,0.08,29.71,5.05,25.99,1.51,37.94,4.7,41.87,6.73,19.88,3.86,31.73,4.0,0.0,2.0,1.0,3.0,8.41,6.73,7.0,4.0,4.0,5.0,3.5873,3.0322,4.68,1.51,4.8227,29.4,4.0
3.52,34.74,0.76,35.9,4.37,38.65,15.51,30.7,5.75,19.13,0.59,29.42,4.68,27.97,9.1,11.82,0.38,23.87,0.54,31.74,0.51,27.15,0.0,0.0,2.0,1.0,3.0,15.51,5.75,9.0,2.0,5.0,8.0,4.1555,4.4873,6.735,4.37,11.3545,26.83,2.0
0.15,22.91,0.13,32.38,9.85,19.28,4.7,26.21,4.39,29.42,0.41,27.29,8.11,10.85,0.42,35.26,1.42,44.85,2.49,19.57,8.31,33.65,1.0,1.0,2.0,1.0,3.0,9.85,8.31,7.0,4.0,5.0,6.0,3.6709,3.4848,4.0067,1.42,6.1791,34.0,1.0
11.93,33.71,2.36,13.88,0.99,23.21,0.63,21.38,4.33,32.98,0.77,29.53,6.19,19.64,0.58,17.4,0.83,26.03,4.55,37.79,12.95,21.2,0.0,-1.0,1.0,3.0,3.0,12.95,11.93,10.0,1.0,5.0,7.0,4.1918,4.2967,3.7467,2.36,8.7582,23.91,5.0
10.28,8.56,10.35,35.07,6.19,18.73,10.68,45.87,15.86,21.17,0.75,29.62,0.45,24.55,11.13,31.01,8.97,26.47,6.11,39.37,0.23,34.47,0.0,-1.0,3.0,3.0,3.0,15.86,10.35,8.0,3.0,3.0,3.0,7.3636,4.8874,9.57,6.19,8.4964,37.31,2.0
0.71,32.75,2.5,23.28,10.3,34.73,0.58,28.01,1.9,30.98,2.24,17.99,0.89,24.22,1.63,10.74,17.22,20.44,0.39,35.39,3.39,37.38,1.0,1.0,2.0,3.0,3.0,17.22,10.3,9.0,2.0,4.0,7.0,3.7955,4.9997,2.1233,1.63,13.4245,26.64,0.0
1.32,21.16,1.3,24.51,21.05,21.68,1.93,26.71,1.26,29.71,10.01,33.99,1.3,46.03,1.35,32.77,4.4,39.2,6.48,17.43,7.13,10.73,3.0,-1.0,4.0,1.0,3.0,21.05,10.01,8.0,3.0,5.0,5.0,5.23,5.7751,4.2767,1.3,15.82,35.3,0.0
0.69,35.64,0.77,23.23,0.96,30.91,6.68,9.66,0.83,33.23,5.31,16.66,5.4,23.21,0.71,28.67,6.68,44.49,13.42,32.47,0.86,26.79,3.0,0.0,1.0,3.0,2.0,13.42,5.4,8.0,3.0,6.0,6.0,3.8464,3.9066,6.2233,5.31,9.5736,34.83,0.0
0.76,27.68,4.24,28.26,2.83,23.84,9.71,24.35,14.37,32.35,0.97,20.49,0.39,25.3,1.15,41.96,0.41,34.88,0.71,31.16,3.85,33.21,2.0,-3.0,2.0,1.0,3.0,14.37,9.71,10.0,1.0,6.0,8.0,3.5809,4.3086,1.99,1.15,10.7891,21.47,1.0
13.78,29.91,1.43,21.99,0.27,23.97,0.51,44.62,0.07,34.87,0.02,30.56,3.96,29.1,4.36,25.29,3.12,33.75,0.11,27.73,4.96,16.42,2.0,0.0,5.0,2.0,2.0,13.78,3.12,9.0,2.0,6.0,8.0,2.9627,3.8701,2.735,0.51,10.8173,28.2,0.0
0.36,25.29,4.36,30.64,1.01,39.11,0.55,35.15,11.68,29.16,3.82,27.19,3.54,15.95,1.43,36.38,4.38,33.46,0.31,32.06,0.12,28.79,1.0,-1.0,2.0,1.0,3.0,11.68,1.43,10.0,1.0,6.0,9.0,2.8691,3.2305,2.275,1.01,8.8109,23.16,2.0
0.7,20.9,15.6,19.64,0.75,23.07,1.19,26.2,3.3,19.24,7.98,8.1,0.66,17.86,1.85,42.41,14.75,35.28,1.01,29.85,2.26,16.34,1.0,-1.0,2.0,3.0,3.0,15.6,14.75,8.0,3.0,5.0,7.0,4.55,5.3955,4.3767,1.85,11.05,34.31,0.0
5.78,14.02,0.8,16.55,0.5,24.76,0.92,22.85,0.49,17.65,0.44,26.39,3.93,38.07,0.33,20.47,6.58,45.15,0.7,29.98,15.05,28.42,1.0,0.0,2.0,3.0,1.0,15.05,0.8,9.0,2.0,7.0,7.0,3.2291,4.3351,5.43,3.93,11.8209,31.13,3.0
0.08,23.87,15.13,24.38,2.89,22.81,0.03,28.86,0.26,11.63,0.69,34.37,0.05,30.36,5.09,36.09,0.16,43.5,0.76,21.21,0.04,18.41,1.0,0.0,1.0,3.0,2.0,15.13,5.09,7.0,4.0,8.0,6.0,2.2891,4.3348,0.37,0.16,12.8409,31.87,0.0
0.28,20.08,0.03,26.2,11.91,16.43,0.51,22.8,14.83,35.6,3.72,43.13,0.81,16.43,0.62,33.38,3.19,24.29,0.11,28.71,4.01,8.95,0.0,-1.0,3.0,2.0,2.0,14.83,11.91,8.0,3.0,6.0,7.0,3.6382,4.8398,2.7833,0.62,11.1918,34.18,3.0
0.62,22.71,0.78,27.27,0.65,35.03,3.93,32.21,3.95,22.98,0.41,30.79,15.74,31.74,4.36,29.16,3.28,43.14,11.61,19.82,1.67,10.58,1.0,-4.0,3.0,1.0,3.0,15.74,11.61,8.0,3.0,4.0,7.0,4.2727,4.7378,2.9667,1.67,11.4673,32.56,2.0
0.54,26.04,0.33,23.04,0.58,28.55,7.48,12.06,0.54,18.39,4.06,27.06,14.51,19.04,4.78,24.3,3.49,22.01,0.94,35.96,14.02,30.57,0.0,-1.0,2.0,1.0,3.0,14.51,14.02,9.0,2.0,5.0,7.0,4.6609,5.0228,4.4,0.94,9.8491,23.9,4.0
