defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,target_y
5.21,44.76,10.34,15.95,4.16,31.07,5.0,20.56,1.22,31.71,0.93,20.03,0.91,23.87,6.3,37.64,7.35,9.98,1.16,27.88,14.62,36.12,14.62,10.34,7.0,4.0,4.0,6.0,5.2,4.166,6.2867,5.21,4.0
1.16,34.56,7.78,43.91,5.63,11.59,1.27,21.73,8.9,34.11,11.67,25.67,5.05,28.2,7.59,18.34,0.72,25.51,1.07,31.62,1.1,28.47,11.67,8.9,8.0,3.0,5.0,5.0,4.7218,3.7089,7.0,5.63,2.0
13.26,18.17,0.82,23.15,5.53,44.37,4.43,19.76,7.95,36.16,0.58,32.18,5.05,27.1,4.56,9.31,4.83,31.69,0.98,28.19,0.49,36.13,13.26,7.95,8.0,3.0,4.0,6.0,4.4073,3.6607,5.045,4.56,4.0
0.33,31.97,0.52,25.03,4.77,26.81,5.29,37.62,0.37,28.84,10.79,18.95,6.35,13.01,0.14,21.6,13.94,30.4,4.12,22.46,3.45,28.31,13.94,10.79,9.0,2.0,4.0,7.0,4.5518,4.2992,5.03,3.45,4.0
1.01,21.79,7.77,12.15,1.96,16.71,3.37,25.36,2.67,34.31,0.83,29.47,0.96,25.07,1.39,39.49,16.92,26.02,0.53,19.45,2.53,20.62,16.92,1.96,8.0,3.0,5.0,7.0,3.6309,4.6242,3.9433,1.39,0.0
4.75,39.04,0.22,32.6,0.12,23.9,12.87,22.27,4.68,33.55,12.5,34.48,0.26,27.0,4.58,26.59,7.44,10.0,0.13,34.83,6.89,16.51,12.87,12.5,9.0,2.0,4.0,7.0,4.9491,4.481,6.36,4.75,3.0
0.84,24.27,6.71,30.17,3.35,30.9,1.9,37.16,0.8,27.26,1.83,23.23,0.69,32.66,0.82,29.61,2.59,24.99,2.31,38.12,0.67,35.57,6.71,1.83,11.0,0.0,5.0,10.0,2.0464,1.709,2.105,1.9,0.0
0.36,35.88,0.04,32.04,10.21,35.14,15.12,22.39,0.6,28.51,0.76,11.1,4.98,31.97,1.35,18.39,3.86,28.39,0.17,24.23,0.76,41.57,15.12,10.21,8.0,3.0,7.0,6.0,3.4736,4.7033,0.9567,0.76,3.0
12.64,32.95,6.61,34.27,11.52,16.94,1.16,23.01,0.53,30.52,4.39,25.94,0.62,26.98,3.95,20.74,1.44,41.89,0.39,18.12,7.14,10.98,12.64,11.52,8.0,3.0,5.0,6.0,4.5809,4.215,5.0633,1.44,0.0
0.4,21.51,0.44,23.53,15.04,23.67,0.43,26.54,0.1,17.79,0.51,9.28,2.56,23.84,0.95,46.31,8.23,31.29,0.44,29.51,0.92,37.33,15.04,8.23,8.0,3.0,8.0,6.0,2.7291,4.4855,0.73,0.51,0.0
0.6,32.28,0.44,24.72,5.24,10.83,10.73,33.48,0.74,35.76,5.56,27.73,3.6,21.06,0.85,29.36,7.3,39.39,12.22,23.13,4.55,32.81,12.22,10.73,10.0,1.0,4.0,6.0,4.7118,3.901,5.38,3.6,3.0
1.11,24.43,12.77,32.0,11.6,20.14,0.98,21.37,3.3,20.68,5.07,16.93,1.02,17.92,5.16,25.75,0.49,28.41,4.27,31.13,2.09,37.94,12.77,11.6,10.0,1.0,4.0,6.0,4.3509,4.0305,3.81,2.09,3.0
0.47,29.42,0.63,17.56,0.63,22.87,8.56,34.71,0.57,19.76,7.88,7.97,4.73,19.87,13.78,26.91,1.7,27.98,1.35,24.69,8.28,42.25,13.78,4.73,8.0,3.0,5.0,7.0,4.4164,4.3452,8.24,7.88,2.0
1.75,9.01,12.39,34.28,0.89,19.44,8.13,40.26,0.12,35.24,16.91,17.96,0.65,31.92,0.76,24.67,4.75,33.79,4.17,27.34,0.26,27.5,16.91,12.39,7.0,4.0,5.0,6.0,4.6164,5.36,3.88,0.89,3.0
0.02,16.92,5.68,18.05,0.29,24.74,0.12,26.44,0.27,22.85,5.75,30.42,4.59,14.88,9.15,29.63,5.9,33.74,0.18,21.07,0.28,29.59,9.15,5.68,11.0,0.0,6.0,7.0,2.93,3.1734,5.4133,4.59,2.0
1.0,29.41,0.84,23.58,0.71,9.45,1.54,43.21,18.67,26.83,17.76,16.3,2.83,29.58,16.77,39.57,0.88,35.35,2.56,24.77,1.48,18.83,18.67,17.76,6.0,5.0,5.0,5.0,5.9127,7.2786,1.2433,0.71,7.0
0.58,24.29,4.17,18.92,13.03,20.98,0.84,35.25,1.49,29.82,0.96,26.71,1.11,33.04,4.78,17.63,1.56,42.2,1.39,18.63,15.52,33.02,15.52,13.03,7.0,4.0,6.0,5.0,4.13,4.9822,2.5767,1.39,0.0
11.6,17.22,0.6,30.12,0.5,22.68,4.94,23.43,1.99,43.32,0.51,9.9,4.5,26.25,0.37,18.33,3.52,20.04,0.23,26.19,10.7,29.62,11.6,10.7,9.0,2.0,5.0,7.0,3.5873,3.9261,1.25,0.51,4.0
5.38,28.89,0.64,26.62,7.28,43.53,0.85,30.54,0.62,20.63,15.64,19.6,5.31,12.48,0.54,23.13,10.46,36.91,0.75,17.02,4.83,21.25,15.64,10.46,8.0,3.0,5.0,6.0,4.7545,4.6826,6.295,5.31,2.0
0.12,35.05,13.17,25.95,0.47,24.45,4.06,27.59,3.14,35.13,0.48,31.08,1.72,16.35,0.86,19.33,9.47,36.84,0.41,27.18,0.81,39.38,13.17,9.47,9.0,2.0,6.0,7.0,3.1555,4.1003,1.13,0.81,1.0
0.54,26.82,0.36,18.95,1.98,22.48,0.96,24.75,0.59,9.38,0.43,20.91,0.44,29.37,1.14,45.58,12.24,18.24,13.14,28.95,4.21,34.8,13.14,12.24,8.0,3.0,7.0,6.0,3.2755,4.5674,1.98,0.59,1.0
5.85,44.18,10.31,36.43,0.45,23.8,13.92,24.22,0.62,32.03,0.66,36.1,3.18,18.35,4.48,28.21,4.48,33.14,0.44,26.49,2.08,8.94,13.92,10.31,8.0,3.0,4.0,6.0,4.2245,4.197,3.7033,2.08,1.0
11.25,19.32,3.96,35.27,6.24,37.1,0.0,30.59,0.16,24.98,0.13,28.59,1.42,20.64,0.19,18.07,13.13,31.3,5.56,14.12,1.17,16.41,13.13,11.25,9.0,2.0,6.0,6.0,3.9282,4.454,5.2533,3.96,0.0
6.9,42.9,0.85,26.0,4.78,30.51,0.75,30.54,4.25,34.76,1.22,10.0,2.52,22.74,15.15,17.95,16.19,33.0,0.82,22.4,0.58,18.17,16.19,15.15,8.0,3.0,5.0,6.0,4.91,5.4364,4.1233,1.22,7.0
0.22,29.46,0.07,31.57,0.98,32.78,0.42,25.93,8.73,32.11,4.29,28.94,0.24,21.94,5.37,36.34,16.09,24.9,0.88,14.74,3.65,24.07,16.09,8.73,10.0,1.0,6.0,7.0,3.7218,4.7224,2.41,0.88,1.0
11.85,22.2,7.38,39.56,3.3,28.29,9.78,33.09,0.26,27.59,3.28,32.34,2.75,22.2,4.56,31.49,0.22,34.64,0.25,25.46,0.57,30.48,11.85,9.78,11.0,0.0,4.0,8.0,4.0182,3.8546,4.8967,2.75,3.0
14.06,34.37,6.34,13.86,0.34,21.0,0.47,26.52,0.42,17.97,3.86,28.72,1.93,20.34,0.44,29.42,5.29,37.78,11.72,20.58,4.15,32.65,14.06,11.72,9.0,2.0,4.0,7.0,4.4564,4.4856,5.26,4.15,3.0
11.19,24.78,1.78,22.2,1.06,29.57,5.68,16.68,7.15,40.34,0.96,27.59,5.49,27.27,0.6,32.27,5.07,32.41,7.48,34.45,0.95,35.01,11.19,7.48,9.0,2.0,4.0,5.0,4.31,3.3376,6.415,5.68,4.0
0.28,29.18,0.75,26.26,16.97,29.41,2.91,18.66,4.47,27.58,0.62,21.56,0.96,14.17,1.58,31.28,12.61,20.05,0.79,18.7,2.75,34.65,16.97,12.61,10.0,1.0,5.0,8.0,4.0627,5.2787,1.7633,0.96,1.0
0.1,28.64,1.65,34.99,2.73,25.84,0.05,21.64,1.03,33.54,1.45,38.0,0.57,23.61,1.34,26.3,1.06,9.33,0.29,26.57,0.28,31.65,1.65,1.34,9.0,2.0,9.0,9.0,0.9591,0.7769,1.18,1.03,5.0
5.13,30.34,0.59,24.46,7.53,41.71,0.69,33.42,3.11,20.06,4.99,23.89,0.87,29.92,0.25,35.27,13.15,22.83,13.49,34.0,7.37,16.09,13.49,13.15,9.0,2.0,4.0,6.0,5.1973,4.5858,6.0033,3.11,3.0
4.2,22.12,13.21,23.68,0.73,34.01,5.19,30.46,0.97,31.8,0.7,28.96,4.23,39.25,0.51,24.35,5.71,15.83,10.44,35.35,5.21,26.86,13.21,10.44,10.0,1.0,4.0,6.0,4.6455,3.9377,4.97,4.23,1.0
8.05,25.55,0.4,22.43,1.96,22.79,0.05,24.91,0.11,26.3,0.23,20.09,0.27,29.2,2.63,31.61,0.3,21.62,1.2,35.83,2.15,27.69,8.05,0.3,10.0,1.0,7.0,9.0,1.5773,2.2289,1.3533,0.23,2.0
14.66,24.02,0.53,20.11,0.58,16.33,6.73,40.42,5.6,27.23,5.1,21.36,0.43,27.11,0.61,23.3,0.94,31.15,8.42,32.73,0.87,13.27,14.66,5.6,9.0,2.0,6.0,5.0,4.0427,4.385,5.34,0.87,1.0
0.51,31.78,16.19,17.76,5.74,18.27,13.93,35.76,0.36,35.2,0.35,27.26,3.82,38.7,5.71,10.28,4.97,26.26,0.28,24.19,2.12,46.8,16.19,13.93,7.0,4.0,4.0,6.0,4.9073,5.2327,4.5233,2.12,3.0
14.45,30.25,4.83,30.58,0.54,29.95,0.8,12.59,8.01,43.17,10.29,18.21,0.85,25.92,0.56,18.51,0.8,19.89,1.14,35.6,0.97,23.73,14.45,10.29,8.0,3.0,7.0,6.0,3.9309,4.6422,3.3167,0.8,0.0
5.57,19.47,1.56,20.75,8.01,9.31,1.38,27.91,1.22,24.29,7.15,45.04,12.42,34.1,10.49,16.62,6.33,28.12,3.04,35.44,1.74,16.43,12.42,10.49,7.0,4.0,2.0,4.0,5.3555,3.7329,7.58,7.15,3.0
0.44,16.87,10.85,33.23,2.9,16.69,4.18,35.72,4.91,22.1,11.49,19.76,0.69,24.72,4.98,25.26,7.6,41.39,0.76,29.08,0.53,20.93,11.49,10.85,9.0,2.0,4.0,7.0,4.4845,3.8447,5.25,2.9,4.0
1.31,26.95,13.4,25.64,4.06,20.12,0.94,31.7,0.85,24.16,4.42,24.63,6.93,15.53,3.73,28.45,0.58,20.43,3.6,34.45,7.57,37.37,13.4,4.06,9.0,2.0,4.0,8.0,4.3082,3.6591,6.0333,3.6,2.0
0.09,22.38,11.32,22.65,0.24,24.34,11.36,31.66,0.32,32.75,0.56,28.35,4.6,30.94,6.69,39.5,5.04,25.65,5.52,17.17,6.46,12.66,11.36,11.32,9.0,2.0,4.0,5.0,4.7455,3.9713,6.2233,5.52,2.0
9.6,43.8,15.84,16.95,6.63,29.14,6.1,22.73,0.53,30.45,8.25,38.63,0.73,26.28,6.9,13.7,0.8,17.83,1.11,20.5,12.26,33.24,15.84,12.26,8.0,3.0,4.0,4.0,6.25,4.8917,8.25,6.9,3.0
1.74,41.89,4.27,23.48,0.36,23.51,0.7,31.28,2.91,36.52,0.6,34.28,4.49,32.47,4.69,27.34,0.59,27.34,15.16,31.89,7.11,17.63,15.16,4.27,9.0,2.0,4.0,8.0,3.8745,4.1391,3.92,1.74,2.0
0.41,18.07,3.67,26.31,10.91,18.15,0.61,44.67,0.47,10.93,12.86,31.32,6.16,35.33,0.42,21.44,0.78,28.72,0.34,25.0,3.98,21.42,12.86,10.91,8.0,3.0,6.0,6.0,3.6918,4.3001,0.54,0.47,4.0
0.44,24.57,0.32,21.19,11.84,18.64,0.16,28.81,0.22,26.42,0.5,8.45,0.16,22.74,7.79,44.39,9.59,30.42,1.07,33.37,0.09,17.47,11.84,9.59,9.0,2.0,8.0,7.0,2.9255,4.2693,4.145,0.5,2.0
4.49,25.61,3.63,42.52,6.71,21.97,1.49,35.84,0.66,28.87,1.05,16.62,1.03,24.9,4.35,30.11,0.64,33.45,0.5,20.97,14.95,33.44,14.95,6.71,9.0,2.0,6.0,7.0,3.5909,4.0946,2.34,1.05,2.0
0.16,30.56,1.47,10.23,3.07,24.58,5.5,18.82,3.94,22.89,0.42,27.51,0.37,21.14,1.8,42.69,0.63,24.86,0.5,17.39,16.79,27.7,16.79,5.5,9.0,2.0,6.0,7.0,3.15,4.6156,1.635,1.47,2.0
1.82,32.77,0.62,29.98,1.24,11.58,0.58,17.99,0.79,23.16,4.98,24.28,4.19,27.64,4.67,19.2,14.58,28.25,0.84,26.44,4.85,35.62,4.67,1.82,9.0,2.0,5.0,8.0,3.56,3.9052,6.89,1.24,2.0
0.97,17.08,0.15,18.55,0.13,23.11,0.91,9.07,1.08,20.92,0.03,28.71,15.37,27.26,9.83,17.77,4.1,31.47,4.24,25.65,6.85,36.79,15.37,9.83,9.0,2.0,6.0,7.0,3.9691,4.7123,3.9533,0.91,3.0
1.01,35.59,8.09,35.81,1.32,30.89,3.95,33.35,5.84,27.66,3.28,18.5,1.12,27.0,1.11,37.3,0.92,24.33,8.05,20.27,2.02,15.77,8.09,8.05,9.0,2.0,5.0,6.0,3.3373,2.6694,2.1367,1.11,5.0
0.21,20.34,0.05,26.44,0.29,16.57,12.25,24.3,0.72,23.29,4.21,21.65,5.12,32.09,4.26,25.44,0.07,29.26,1.29,42.59,0.63,9.65,12.25,0.29,9.0,2.0,7.0,7.0,2.6455,3.5404,2.3467,0.63,3.0
2.79,32.14,13.61,35.48,8.66,11.15,0.31,24.31,0.52,35.15,13.84,23.89,0.48,29.78,0.51,32.07,3.74,16.85,2.5,43.71,0.52,27.3,13.84,13.61,8.0,3.0,5.0,6.0,4.3164,5.0089,5.58,2.5,2.0
0.09,24.34,0.31,19.2,16.74,32.39,4.52,26.38,1.08,45.69,0.35,32.01,2.16,21.64,7.45,18.82,4.23,31.72,1.13,29.64,0.9,8.83,16.74,7.45,9.0,2.0,6.0,7.0,3.5418,4.7118,2.07,0.9,1.0
0.6,28.69,5.86,21.78,5.8,47.31,0.83,25.59,2.09,7.09,1.96,20.41,13.86,38.36,7.64,31.24,0.86,35.65,1.2,24.15,18.83,20.05,18.83,13.86,9.0,2.0,4.0,5.0,5.4118,5.7389,3.2833,1.96,1.0
0.5,30.91,8.4,16.73,6.77,40.14,0.57,35.06,3.77,25.49,0.34,24.17,2.93,20.82,13.77,28.92,4.04,31.2,1.17,37.54,0.61,27.38,13.77,2.93,9.0,2.0,5.0,8.0,3.8973,4.0506,5.4467,1.17,0.0
0.79,22.27,4.18,25.35,5.04,33.51,0.88,18.17,7.51,9.92,5.05,21.79,10.4,16.85,12.14,33.74,7.28,41.76,1.01,25.5,1.26,28.67,12.14,10.4,9.0,2.0,4.0,5.0,5.0491,3.7767,6.61,5.04,2.0
0.6,24.49,0.2,32.22,4.71,37.69,1.03,8.57,0.29,28.61,0.68,35.19,3.91,31.52,1.68,17.84,15.8,25.71,4.14,33.83,3.87,28.09,15.8,4.14,9.0,2.0,5.0,8.0,3.3555,4.2662,2.4733,1.03,0.0
3.82,27.71,3.7,23.65,14.4,28.45,4.04,34.58,7.19,40.55,0.97,25.23,1.22,31.81,8.24,19.3,0.96,29.35,1.2,35.33,3.97,30.78,14.4,7.19,9.0,2.0,4.0,8.0,4.5191,3.9018,5.97,3.7,2.0
12.47,36.77,5.48,17.7,0.67,27.16,12.31,18.75,0.81,32.54,0.89,36.61,6.01,24.58,4.11,36.44,7.74,9.24,0.52,24.17,7.88,44.19,12.47,12.31,7.0,4.0,4.0,5.0,5.3536,4.2531,7.0333,5.48,4.0
0.8,37.19,6.81,17.73,9.05,25.68,8.24,36.77,19.43,33.01,18.86,18.5,0.79,29.65,0.4,23.74,1.11,32.61,16.13,40.49,12.97,9.5,19.43,18.86,7.0,4.0,4.0,4.0,8.5991,7.0522,11.97,6.81,2.0
6.18,13.35,11.26,31.76,0.22,25.87,0.18,22.76,3.19,19.92,4.26,28.52,0.27,30.44,4.47,25.53,0.01,18.42,4.05,36.85,12.38,21.12,12.38,11.26,9.0,2.0,4.0,7.0,4.2245,4.1208,4.4733,3.19,4.0
4.26,22.79,0.31,20.87,5.75,15.07,0.53,26.76,3.99,34.93,0.42,23.96,0.11,17.19,13.45,32.08,10.47,21.34,3.35,27.23,7.31,42.68,13.45,10.47,9.0,2.0,4.0,6.0,4.5409,4.2218,6.53,5.75,4.0
0.68,29.14,0.8,19.56,4.77,38.64,4.28,21.15,4.45,24.41,1.04,25.96,0.69,17.07,1.02,22.83,3.79,33.67,6.62,13.4,16.91,26.58,16.91,3.79,9.0,2.0,5.0,8.0,4.0955,4.5147,5.695,4.77,2.0
4.55,25.79,12.29,33.12,0.37,20.48,0.23,30.11,10.22,17.59,3.41,43.83,0.1,17.38,0.44,24.85,4.16,19.15,2.99,33.29,2.88,13.04,12.29,10.22,9.0,2.0,4.0,7.0,3.7855,3.8745,3.0933,2.88,4.0
14.97,16.86,0.31,35.09,0.0,32.49,0.0,24.25,5.79,26.31,8.74,9.52,5.96,45.94,5.53,32.92,0.11,27.68,4.97,19.74,14.57,35.12,14.97,14.57,7.0,4.0,4.0,4.0,5.5409,5.2179,6.5567,4.97,1.0
8.46,9.44,1.97,37.37,1.32,31.98,4.3,28.09,1.1,35.03,1.14,25.79,1.21,28.66,1.92,18.18,1.77,46.25,1.2,22.18,14.35,20.65,14.35,1.97,8.0,3.0,5.0,7.0,3.5218,4.0159,4.05,1.77,0.0
0.35,25.87,3.65,29.6,0.52,32.27,4.44,33.45,12.02,31.88,0.57,35.99,0.59,22.56,0.01,28.78,7.69,15.78,5.94,24.08,7.92,40.68,12.02,5.94,9.0,2.0,5.0,7.0,3.9727,3.839,7.805,7.69,2.0
4.32,25.73,5.21,14.56,0.64,21.63,4.51,22.69,1.03,19.2,0.73,28.29,13.13,25.41,4.22,30.15,0.67,24.68,4.93,36.55,3.27,18.05,13.13,3.27,9.0,2.0,4.0,8.0,3.8782,3.416,5.07,4.93,2.0
9.34,38.99,10.31,20.72,4.61,36.61,10.46,12.89,16.81,29.0,5.21,17.71,5.83,29.1,1.07,18.05,1.35,26.77,1.38,24.16,0.89,30.38,16.81,10.31,8.0,3.0,4.0,4.0,6.1145,4.8832,7.405,4.61,2.0
0.92,34.17,7.56,37.39,8.39,46.63,11.94,23.33,5.56,16.47,5.3,24.65,0.83,20.76,1.31,9.34,1.17,27.96,0.8,30.83,0.9,24.75,11.94,8.39,8.0,3.0,6.0,5.0,4.0618,3.738,4.81,1.31,0.0
0.99,23.36,4.53,32.13,14.09,25.12,0.45,25.62,3.92,24.44,5.14,20.19,0.54,29.44,1.82,16.52,2.48,19.07,0.57,18.9,3.72,26.97,14.09,2.48,11.0,0.0,4.0,9.0,3.4773,3.7286,3.83,1.82,0.0
4.14,38.45,8.34,19.23,0.25,21.85,0.35,28.9,0.41,24.72,3.13,29.56,0.58,19.4,3.31,25.86,2.49,15.05,4.37,20.57,11.25,34.52,11.25,8.34,9.0,2.0,4.0,8.0,3.5109,3.363,3.2533,2.49,4.0
12.4,20.48,0.61,29.21,0.63,32.3,4.56,23.99,0.76,43.36,5.2,31.51,0.07,36.01,4.5,19.77,5.41,14.22,10.87,33.85,0.41,24.28,12.4,10.87,8.0,3.0,5.0,5.0,4.1291,4.0815,3.085,0.76,4.0
6.68,38.43,2.84,35.2,0.39,21.31,10.11,25.63,0.46,29.23,0.64,32.19,3.71,16.53,4.23,28.98,4.16,23.97,0.76,10.5,0.69,25.47,10.11,2.84,8.0,3.0,5.0,7.0,3.1518,2.9606,3.7167,0.76,5.0
12.0,16.69,6.12,9.1,0.05,26.8,0.11,31.97,0.33,22.89,3.07,27.29,2.27,40.52,0.2,34.84,4.39,38.99,10.9,33.22,2.68,18.34,12.0,10.9,7.0,4.0,4.0,6.0,3.8291,4.0472,4.3967,2.68,4.0
4.89,25.83,1.36,20.82,1.68,27.45,1.13,11.56,14.33,29.92,4.18,30.2,9.4,19.53,1.34,41.73,0.77,18.11,5.25,21.0,6.82,34.63,14.33,9.4,8.0,3.0,4.0,5.0,4.65,4.0414,3.0967,1.13,1.0
0.19,20.92,11.88,35.17,0.18,26.94,0.19,23.23,4.2,36.42,0.66,15.24,0.29,29.88,2.1,42.34,17.27,23.86,0.03,18.13,0.73,25.02,17.27,11.88,8.0,3.0,7.0,7.0,3.4291,5.5041,2.32,0.66,1.0
0.2,36.55,9.0,17.1,3.47,31.28,5.53,8.04,0.49,31.7,10.53,34.3,2.58,17.82,0.51,26.29,4.75,27.92,6.14,44.88,0.71,23.33,10.53,9.0,7.0,4.0,4.0,6.0,3.9918,3.4003,5.835,5.53,2.0
0.69,25.76,0.54,31.57,11.83,34.92,1.02,28.69,9.84,22.32,4.09,33.66,1.4,18.13,4.41,30.91,2.0,39.59,0.74,34.13,4.35,27.01,11.83,9.84,10.0,1.0,5.0,8.0,3.7191,3.6686,1.7,1.4,4.0
3.38,27.88,11.53,35.35,0.52,26.69,0.07,35.18,14.26,21.01,0.25,23.39,3.07,46.28,0.78,32.64,1.77,36.92,1.71,17.72,6.55,9.5,14.26,11.53,8.0,3.0,4.0,6.0,3.99,4.5917,3.7767,1.71,2.0
0.02,21.79,3.94,27.98,6.18,46.4,3.81,23.96,2.93,37.21,15.6,24.43,0.14,31.71,0.1,25.96,5.5,9.46,6.18,32.14,0.2,29.39,15.6,6.18,8.0,3.0,4.0,6.0,4.0545,4.347,4.87,2.93,2.0
4.16,31.96,11.58,29.96,4.48,35.83,0.79,27.59,0.66,35.25,3.52,24.77,0.47,25.45,7.93,41.21,0.67,30.78,4.42,29.41,8.31,21.79,11.58,3.52,10.0,1.0,4.0,8.0,4.2718,3.5205,8.12,7.93,2.0
0.32,21.5,0.5,29.72,3.88,24.8,2.0,33.8,0.48,26.58,8.68,33.13,4.04,28.22,0.84,15.88,0.28,31.88,13.12,23.21,3.45,37.05,13.12,8.68,10.0,1.0,5.0,8.0,3.4173,3.9042,2.0967,0.84,3.0
10.64,34.81,0.18,29.92,10.89,10.52,0.21,31.58,11.05,24.62,0.11,21.17,9.26,44.27,0.24,24.27,20.56,36.35,21.1,19.6,12.7,39.8,21.1,20.56,8.0,3.0,4.0,4.0,8.8127,7.4754,10.95,9.26,3.0
0.33,18.06,0.23,20.87,3.52,20.08,12.99,16.68,10.56,35.85,4.35,30.78,0.83,25.7,2.07,24.69,0.86,28.99,0.86,15.62,0.58,44.77,12.99,10.56,9.0,2.0,6.0,8.0,3.38,4.1871,1.93,0.58,2.0
0.77,26.23,0.9,28.52,4.1,31.22,4.46,24.4,7.03,16.41,0.66,18.01,0.74,21.27,0.87,23.56,9.03,23.99,3.17,28.24,3.51,19.69,9.03,3.51,11.0,0.0,5.0,9.0,3.2036,2.7015,5.565,4.1,2.0
0.7,35.08,0.61,24.4,11.23,26.56,4.21,11.03,1.19,32.55,10.15,33.68,8.64,19.98,1.16,27.06,22.78,36.81,4.43,45.16,26.23,15.75,26.23,22.78,8.0,3.0,4.0,4.0,8.3027,8.4928,5.76,4.21,1.0
0.47,18.85,4.02,27.97,10.43,19.2,5.36,31.8,0.45,26.29,0.71,10.05,14.71,31.9,0.57,29.72,0.59,23.13,4.12,23.94,8.02,35.28,14.71,10.43,9.0,2.0,5.0,6.0,4.4955,4.5791,4.6967,0.71,2.0
13.57,29.91,4.02,33.01,1.09,24.98,0.9,20.97,4.75,28.47,5.59,20.52,5.83,37.42,0.56,17.71,4.6,12.51,9.23,17.56,0.72,28.18,13.57,9.23,9.0,2.0,4.0,6.0,4.6236,3.8391,5.215,4.6,2.0
4.04,9.25,7.98,21.26,0.32,25.78,0.12,21.36,1.41,33.12,3.51,28.18,0.31,18.41,3.87,15.85,14.94,31.76,4.2,43.17,0.2,29.77,14.94,7.98,9.0,2.0,5.0,7.0,3.7182,4.246,3.2167,1.41,2.0
0.33,23.22,0.23,34.48,0.03,26.6,6.77,25.09,13.87,26.51,0.54,31.22,0.98,18.22,3.3,22.1,1.28,28.42,8.25,35.89,0.36,43.96,13.87,8.25,9.0,2.0,7.0,6.0,3.2673,4.295,1.5467,0.36,0.0
0.64,31.71,10.15,23.83,0.83,21.87,0.61,26.6,2.75,23.27,7.9,14.22,0.51,17.97,1.76,30.35,6.48,31.26,0.6,24.34,3.88,27.24,10.15,1.76,11.0,0.0,5.0,8.0,3.2827,3.257,7.19,6.48,6.0
2.5,31.82,0.56,35.05,7.65,20.59,0.52,30.76,1.0,16.87,3.03,28.95,0.74,10.1,11.9,28.45,0.3,24.8,0.23,26.69,0.67,40.62,11.9,7.65,8.0,3.0,7.0,6.0,2.6455,3.5841,0.8033,0.67,0.0
11.54,18.2,1.54,35.59,1.3,9.2,0.59,30.83,18.16,30.71,0.78,21.44,0.55,18.44,5.06,28.01,0.74,26.98,4.69,18.73,5.88,45.18,18.16,11.54,8.0,3.0,5.0,5.0,4.6209,5.3608,2.9067,1.3,2.0
0.36,35.58,0.08,23.45,9.36,33.37,0.51,27.42,3.77,40.76,0.37,29.45,2.72,26.43,10.73,17.48,1.15,21.97,1.61,32.05,2.76,7.47,10.73,9.36,8.0,3.0,5.0,7.0,3.0382,3.5017,2.56,1.15,4.0
0.53,28.82,1.07,26.24,11.8,32.62,5.23,23.29,4.92,20.46,0.98,21.11,0.93,19.03,8.3,10.87,2.59,32.56,12.71,18.74,7.07,37.1,12.71,11.8,9.0,2.0,4.0,6.0,5.1027,4.2078,5.9867,2.59,4.0
0.55,21.87,14.1,32.3,0.28,30.03,0.16,24.15,5.25,22.85,1.16,44.13,0.35,33.04,13.53,20.28,8.01,18.24,6.7,9.56,3.84,29.83,14.1,13.53,9.0,2.0,5.0,5.0,4.9027,4.9608,5.29,1.16,1.0
5.81,39.82,3.36,22.34,0.7,30.35,4.68,28.59,1.35,16.98,0.68,33.13,0.76,23.02,9.07,18.9,5.72,10.11,9.66,32.85,0.41,27.29,9.66,9.07,8.0,3.0,5.0,6.0,3.8364,3.2596,4.2933,1.35,5.0
0.4,18.8,4.29,24.69,3.57,20.85,6.03,37.2,0.63,26.24,4.58,27.35,0.83,29.21,13.89,25.37,0.45,22.86,3.69,14.45,4.45,32.75,13.89,4.45,10.0,1.0,4.0,9.0,3.8918,3.6888,4.86,3.69,2.0
1.09,24.17,3.72,21.49,15.41,42.53,7.1,15.0,21.65,17.56,24.56,27.08,7.06,36.68,7.13,18.05,13.51,52.48,23.57,38.38,13.29,1.39,24.56,23.57,6.0,5.0,1.0,2.0,12.5536,7.7263,9.175,7.06,8.0
12.65,29.18,3.5,28.92,3.27,31.95,0.61,27.19,0.59,30.21,0.52,25.08,4.06,20.06,2.91,22.52,0.58,23.55,0.64,34.11,1.94,43.59,12.65,0.58,10.0,1.0,5.0,9.0,2.8427,3.3646,2.97,1.94,0.0
0.95,27.36,3.09,19.69,1.19,10.57,0.97,20.75,0.82,25.3,2.87,36.27,9.76,26.54,1.44,29.79,3.86,26.58,1.29,17.77,1.47,23.03,9.76,1.44,9.0,2.0,7.0,8.0,2.5191,2.4858,2.03,1.19,6.0
0.75,25.23,4.17,27.6,3.76,35.57,9.32,13.87,16.19,26.03,0.74,32.14,4.63,38.44,4.91,16.75,0.54,35.82,0.78,28.97,4.68,31.1,4.91,3.76,9.0,2.0,4.0,8.0,4.5882,4.4558,10.0467,4.63,2.0
