defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,offensive_alignment,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,avg_defender_to_deepest_safety_depth,defender_lateral_spread,std_lb_depth,lb_lateral_spread,avg_lb_depth,std_db_depth,avg_db_depth,safety_lateral_spread,std_safety_depth,avg_safety_depth,safety_depth_diff,mof_open,man_zone,target_y
0.67,21.25,0.45,29.66,6.29,13.97,11.87,29.04,7.16,36.73,1.11,25.34,10.13,18.26,4.8,24.43,2.41,31.34,0.74,18.39,7.91,41.86,1.0,-1.0,1.0,3.0,2.0,11.87,10.13,8.0,3.0,4.0,6.0,4.8673,3.9033,7.12,6.29,7.0027,27.89,1.729,12.95,2.1,2.0442,8.672,10.78,0.87,11.0,1.7399999999999984,1.0,1.0,2.0
0.14,37.34,9.64,22.11,12.4,32.94,0.05,33.01,0.1,26.87,3.43,32.14,2.34,26.58,3.42,19.91,0.04,24.71,1.2,35.62,7.38,16.74,1.0,-1.0,1.0,3.0,3.0,12.4,9.64,9.0,2.0,5.0,7.0,3.6491,4.102,4.0,1.2,8.7509,20.6,1.3684,10.76,1.97,4.0632,6.808,10.83,1.38,11.02,2.76,0.0,1.0,3.0
0.39,29.4,9.04,33.88,12.15,16.91,0.23,25.0,0.15,21.14,0.27,32.71,0.95,21.58,2.62,15.66,5.78,13.79,0.27,18.28,0.66,41.57,3.0,-1.0,1.0,2.0,2.0,12.15,9.04,9.0,2.0,7.0,7.0,2.9555,3.9914,3.02,0.66,9.1945,27.78,0.2963,11.13,0.5367,4.1723,6.05,16.97,1.555,10.595,3.110000000000001,0.0,1.0,3.0
0.4,25.55,6.99,33.76,5.16,28.39,6.69,20.7,0.72,32.82,0.61,27.19,13.53,23.53,0.96,29.85,4.07,24.7,0.45,35.1,8.23,39.82,1.0,-1.0,3.0,1.0,3.0,13.53,6.99,10.0,1.0,5.0,6.0,4.3464,4.0673,6.33,4.07,9.1836,19.12,2.2322,9.55,2.0033,3.123,7.902,10.23,3.27,10.26,6.539999999999999,0.0,1.0,2.0
1.53,24.32,18.17,33.72,5.84,27.97,1.04,28.91,1.25,31.91,5.51,19.1,1.01,37.3,6.74,10.44,13.97,19.61,2.95,35.28,3.54,44.66,0.0,1.0,1.0,1.0,3.0,18.17,13.97,7.0,4.0,3.0,5.0,5.5955,5.3771,5.14,3.54,12.5745,34.22,1.445,7.31,4.395,5.5529,9.586,14.62,5.2651,12.55,4.200000000000001,1.0,1.0,2.0
11.84,17.82,12.76,30.3,0.65,22.42,2.33,12.61,3.98,20.63,4.05,36.23,0.27,19.08,0.22,26.22,4.02,23.09,0.48,28.68,3.08,28.06,1.0,0.0,4.0,1.0,3.0,12.76,11.84,9.0,2.0,4.0,7.0,3.9709,4.1957,3.19,2.33,8.7891,23.62,0.434,7.43,3.6933,4.6069,7.745,12.48,0.46,12.3,0.92,1.0,1.0,1.0
4.03,18.24,4.98,24.58,8.8,34.93,14.69,17.2,0.8,34.02,0.69,27.81,0.76,31.01,0.5,24.32,4.34,31.5,2.08,37.16,2.03,9.33,4.0,-1.0,2.0,2.0,2.0,14.69,8.8,8.0,3.0,4.0,7.0,3.9727,4.1549,2.7133,2.03,10.7173,27.83,0.32,6.92,4.66,4.8545,6.326,17.73,2.945,11.745,5.889999999999999,0.0,1.0,1.0
0.19,24.3,0.62,35.5,12.89,33.93,26.73,18.26,11.86,17.18,0.2,26.99,16.75,25.63,7.61,42.48,0.47,32.29,26.01,35.56,5.52,9.24,3.0,-1.0,5.0,4.0,3.0,26.73,26.01,7.0,4.0,4.0,4.0,9.8955,9.4884,8.33,5.52,16.8345,33.24,8.28,1.33,8.47,8.3421,15.1033,17.3,6.3613,21.8767,0.7199999999999989,1.0,1.0,1.0
4.39,31.29,12.9,36.31,4.49,19.67,0.98,24.96,0.63,30.84,4.76,45.75,0.69,27.33,4.52,35.58,0.38,35.36,8.5,24.75,4.16,26.17,0.0,0.0,1.0,2.0,2.0,12.9,8.5,10.0,1.0,4.0,8.0,4.2182,3.6274,4.64,4.52,8.6818,26.08,0.115,5.12,4.275,3.3022,7.034,16.64,3.4346,8.63,4.4,0.0,1.0,1.0
0.22,23.74,0.37,33.32,3.76,26.25,3.46,30.75,0.43,25.77,0.84,43.35,0.58,29.05,5.45,29.33,1.09,22.44,14.96,34.03,0.62,20.95,2.0,1.0,4.0,2.0,2.0,14.96,1.09,10.0,1.0,7.0,8.0,2.8891,4.1646,2.3033,0.62,12.0709,22.4,1.6617,9.58,1.9525,5.4836,4.592,11.59,6.935,8.025,13.87,0.0,0.0,0.0
0.13,26.8,9.08,41.19,6.37,10.02,0.18,32.32,0.31,24.04,0.62,29.97,0.17,35.25,7.05,34.6,15.81,24.94,4.95,24.79,6.56,15.55,1.0,0.0,1.0,3.0,2.0,15.81,7.05,8.0,3.0,5.0,6.0,4.6573,4.7881,7.3367,6.37,11.1527,31.17,1.9913,11.21,1.5125,3.5511,8.974,9.66,4.38,11.43,8.760000000000002,0.0,1.0,2.0
4.39,32.64,0.82,36.49,0.93,33.25,3.92,36.51,6.94,10.79,3.29,28.09,0.74,24.53,1.03,29.38,13.42,25.85,5.36,20.14,0.59,44.34,0.0,-2.0,4.0,2.0,1.0,13.42,5.36,8.0,3.0,5.0,7.0,3.7664,3.6916,3.765,0.59,9.6536,33.55,1.5288,8.11,2.8067,4.2411,6.046,16.37,4.1805,7.5667,8.059999999999999,0.0,0.0,0.0
3.6,16.71,0.93,30.92,0.56,27.18,0.78,24.85,1.49,18.29,0.96,29.31,2.45,23.26,3.26,20.23,3.56,26.43,5.58,27.76,0.76,21.71,1.0,3.0,3.0,4.0,0.0,5.58,0.93,11.0,0.0,6.0,10.0,2.1755,1.5623,2.7833,1.49,3.4045,14.21,0.555,3.17,3.005,1.652,2.972,3.16,2.325,3.255,4.65,0.0,2.0,5.0
0.69,28.61,4.86,16.78,5.28,35.0,4.26,28.62,3.69,21.43,0.5,26.13,0.3,30.9,0.63,22.42,0.52,34.44,17.15,22.17,4.86,8.3,1.0,1.0,2.0,2.0,2.0,17.15,4.86,9.0,2.0,5.0,7.0,3.8855,4.6361,5.07,4.86,13.2645,26.7,1.7123,13.01,2.275,5.2639,8.0375,5.39,6.145,11.005,12.29,0.0,1.0,2.0
0.8,18.7,4.79,25.16,6.16,12.5,2.6,33.92,0.72,28.91,14.47,27.67,0.82,26.47,6.56,44.16,5.42,16.4,4.93,21.49,0.44,22.71,0.0,1.0,3.0,2.0,1.0,14.47,5.42,8.0,3.0,4.0,6.0,4.3373,3.9178,5.1067,2.6,10.1327,31.66,0.07,3.67,4.86,3.9635,7.042,11.27,4.525,9.945,9.05,0.0,1.0,2.0
0.42,24.68,4.43,29.25,3.62,11.35,0.87,28.43,4.81,33.29,2.65,21.44,13.42,20.59,0.69,32.4,0.71,34.58,5.55,41.92,12.1,35.76,0.0,-1.0,2.0,2.0,1.0,13.42,12.1,9.0,2.0,4.0,7.0,4.4791,4.2792,3.94,2.65,8.9409,30.57,0.19,4.04,4.62,4.4403,7.468,15.17,0.66,12.76,1.3200000000000005,1.0,1.0,2.0
0.2,29.09,7.4,15.07,7.08,44.45,0.34,18.59,3.47,23.03,12.1,29.32,5.61,36.12,3.98,27.8,11.61,20.85,0.47,21.06,0.51,25.06,1.0,1.0,4.0,2.0,3.0,12.1,11.61,9.0,2.0,4.0,6.0,4.7973,4.1879,7.24,7.08,7.3027,29.38,1.7376,10.5,1.9975,2.6028,8.76,15.27,2.9507,9.7733,0.4900000000000002,1.0,1.0,2.0
0.9,35.07,0.9,31.27,17.94,18.31,5.03,35.75,0.52,24.67,0.82,27.51,12.27,37.87,2.26,9.65,6.64,20.45,5.61,26.46,5.03,44.48,3.0,-3.0,2.0,1.0,3.0,17.94,12.27,8.0,3.0,4.0,4.0,5.2655,5.2332,4.6433,2.26,12.6745,34.83,0.29,9.29,5.32,5.6076,8.828,19.56,2.835,15.105,5.670000000000002,1.0,1.0,1.0
16.13,21.52,5.17,17.75,0.29,32.37,6.95,36.23,0.82,36.36,0.9,28.74,4.35,32.17,7.35,14.95,4.79,27.21,0.54,23.8,6.66,40.08,0.0,-1.0,3.0,1.0,3.0,16.13,6.95,8.0,3.0,4.0,6.0,4.9045,4.3974,6.3933,5.17,11.2255,25.13,1.9537,12.56,2.625,3.9091,8.452,14.71,4.59,11.54,9.18,0.0,1.0,2.0
1.02,23.07,1.68,34.0,18.14,31.62,5.34,25.57,0.71,19.01,5.85,11.82,1.18,29.3,1.1,26.41,10.37,17.69,6.36,42.59,5.18,21.5,1.0,-4.0,4.0,1.0,3.0,18.14,10.37,9.0,2.0,4.0,5.0,5.1755,5.0358,4.63,1.68,12.9645,30.77,1.9621,4.91,3.8733,5.5595,8.48,13.93,3.885,14.255,7.770000000000001,1.0,1.0,1.0
4.16,27.38,0.62,32.56,1.48,17.9,5.54,40.72,0.79,36.54,10.88,22.6,8.2,10.5,0.7,28.04,0.26,23.18,9.13,34.16,3.96,31.44,0.0,-1.0,1.0,3.0,1.0,10.88,9.13,8.0,3.0,5.0,6.0,4.1564,3.6479,5.0733,1.48,6.7236,30.22,1.7932,8.26,2.7933,3.2748,7.046,11.56,0.875,10.005,1.75,0.0,1.0,2.0
1.58,29.49,15.75,34.82,5.66,20.09,0.42,33.16,0.05,23.44,14.79,19.18,0.49,35.25,5.24,9.46,0.87,26.87,3.14,34.36,4.98,44.49,1.0,-2.0,4.0,2.0,3.0,15.75,14.79,8.0,3.0,4.0,6.0,4.8155,5.3049,4.4533,3.14,10.9345,35.03,2.04,9.4,3.62,5.3569,8.78,15.64,0.48,15.27,0.9600000000000009,1.0,1.0,1.0
3.87,17.83,7.78,25.15,0.14,25.36,0.68,23.02,0.08,43.41,0.05,35.82,3.82,28.46,0.08,30.59,0.37,28.42,0.1,11.1,0.25,34.56,1.0,3.0,3.0,2.0,1.0,7.78,-1.0,8.0,3.0,8.0,7.0,1.5655,2.4092,1.35,0.08,6.2145,32.31,1.885,7.36,1.935,3.1833,2.9575,0.0,0.0,7.78,8.780000000000001,0.0,0.0,5.0
1.21,21.18,0.94,29.27,7.38,34.93,1.43,22.71,10.6,30.88,8.39,42.76,0.78,24.99,0.82,18.2,9.34,18.0,1.11,31.85,1.82,13.97,1.0,1.0,4.0,3.0,1.0,10.6,9.34,9.0,2.0,6.0,7.0,3.9836,3.8151,4.755,1.43,6.6164,28.79,0.1654,13.65,1.0467,3.5784,6.4933,12.88,0.63,9.97,1.2599999999999998,0.0,1.0,2.0
1.5,25.84,4.74,27.23,3.79,36.79,9.73,28.82,1.2,44.4,2.89,23.88,1.28,35.16,1.18,31.52,1.34,28.54,4.87,30.25,2.89,19.22,0.0,0.0,1.0,2.0,1.0,3.79,2.89,9.0,2.0,5.0,8.0,3.2191,2.4579,4.6067,1.2,2.02,25.18,1.6625,7.93,3.63,2.937,4.1,12.91,0.45,3.34,0.8999999999999999,0.0,1.0,2.0
0.83,29.27,0.97,32.66,0.55,24.21,8.07,12.35,4.6,35.77,0.84,37.01,4.36,27.17,4.29,17.81,7.39,43.47,17.93,26.9,3.96,31.4,0.0,1.0,1.0,1.0,3.0,17.93,4.6,8.0,3.0,4.0,7.0,4.89,4.8155,6.5833,4.29,13.04,31.12,1.5736,9.84,3.0533,4.9652,8.456,8.87,6.665,11.265,13.33,0.0,1.0,2.0
0.36,34.74,0.47,24.59,0.85,28.63,4.83,38.46,0.4,29.62,0.82,27.11,2.51,24.69,0.39,32.42,13.52,27.85,5.69,20.3,8.51,36.56,0.0,0.0,1.0,3.0,2.0,13.52,8.51,11.0,0.0,6.0,8.0,3.4864,4.1073,4.3433,2.51,10.0336,18.16,0.015,1.52,0.835,3.7782,7.012,8.71,2.505,11.015,5.01,0.0,1.0,1.0
8.99,27.04,0.97,23.72,10.05,43.95,17.23,25.66,11.88,11.9,0.4,21.11,14.68,19.33,5.69,36.51,0.27,30.33,0.02,18.6,13.53,36.73,1.0,-1.0,1.0,3.0,3.0,17.23,14.68,7.0,4.0,4.0,4.0,7.61,6.1416,9.2067,5.69,9.62,32.05,4.295,5.93,4.695,3.6588,12.1767,17.4,1.5461,15.1467,2.5500000000000007,1.0,1.0,2.0
0.84,17.05,1.38,14.3,7.97,43.44,17.14,22.14,1.38,21.02,1.05,25.45,8.46,36.27,1.99,27.84,4.89,20.25,6.59,8.92,0.85,30.14,3.0,-2.0,4.0,1.0,3.0,17.14,8.46,8.0,3.0,5.0,7.0,4.7764,4.82,5.3133,1.38,12.3636,34.52,1.45,7.59,3.44,5.0811,8.308,14.13,4.34,12.8,8.68,0.0,1.0,2.0
14.98,25.02,8.03,31.45,0.91,32.43,1.37,39.42,0.9,21.95,0.59,30.27,3.24,18.27,4.73,36.04,0.66,35.76,2.96,22.13,7.47,18.13,3.0,1.0,3.0,3.0,2.0,14.98,8.03,8.0,3.0,5.0,6.0,4.1673,4.2596,3.9333,1.37,10.8127,21.29,1.1618,17.49,1.6033,4.4182,6.59,11.02,4.2721,9.2467,6.950000000000001,0.0,0.0,0.0
4.7,23.0,4.09,20.11,0.73,35.28,8.15,17.04,1.03,27.64,1.71,45.36,1.1,30.73,4.94,33.01,0.89,25.16,10.94,26.09,4.58,28.45,1.0,-1.0,3.0,3.0,1.0,10.94,4.94,9.0,2.0,4.0,8.0,3.8964,3.1598,4.93,1.71,7.0436,28.32,0.06,5.45,4.64,3.231,5.966,12.9,3.0486,6.6567,5.999999999999999,0.0,2.0,5.0
12.74,34.5,5.63,18.36,5.86,10.13,0.81,28.91,0.56,36.16,1.77,33.28,0.37,25.88,4.39,23.18,1.32,38.27,0.41,21.37,15.47,17.92,1.0,-1.0,2.0,2.0,2.0,15.47,12.74,8.0,3.0,5.0,7.0,4.4845,4.9714,4.3,1.32,10.9855,28.14,0.6088,14.79,0.9133,4.916,7.5683,16.58,1.365,14.105,2.7300000000000004,1.0,0.0,0.0
0.28,21.5,0.65,27.02,7.26,13.8,5.72,28.56,3.01,26.0,0.21,30.4,0.56,24.89,7.11,34.19,17.59,22.97,0.47,17.93,1.75,22.83,0.0,0.0,4.0,1.0,3.0,17.59,5.72,9.0,2.0,5.0,7.0,4.0555,5.0243,7.185,7.11,13.5345,20.39,1.1168,12.47,1.36,4.755,9.42,5.59,5.935,11.655,11.87,0.0,1.0,2.0
0.72,29.9,0.64,26.82,0.46,16.8,1.87,42.49,14.9,22.31,0.76,24.17,1.38,33.0,12.4,33.51,4.65,36.82,1.21,18.28,0.86,21.58,1.0,-1.0,2.0,3.0,3.0,12.4,4.65,9.0,2.0,7.0,7.0,3.6227,4.8836,6.05,1.38,9.2318,25.69,0.2347,8.54,0.9033,5.6431,5.9433,20.02,4.9462,5.8367,7.75,0.0,2.0,5.0
3.75,27.47,0.24,23.08,3.0,18.58,0.01,26.87,7.4,14.26,3.59,23.45,1.27,33.71,1.31,39.33,16.22,29.12,0.07,30.92,0.24,19.42,1.0,-1.0,3.0,2.0,2.0,16.22,3.0,10.0,1.0,6.0,8.0,3.3727,4.5937,3.3267,1.27,12.8473,25.07,1.7594,11.5,1.9125,5.6507,5.84,10.54,6.61,9.61,13.22,0.0,1.0,1.0
7.52,41.74,14.45,35.68,1.28,19.2,5.58,8.04,17.8,20.71,4.1,22.47,5.65,29.32,0.67,25.36,0.98,32.47,0.77,27.01,0.97,35.88,3.0,1.0,4.0,2.0,2.0,17.8,14.45,8.0,3.0,5.0,5.0,5.4336,5.5749,4.62,1.28,12.3664,33.7,0.0,0.0,5.65,5.8146,8.455,14.97,1.675,16.125,3.3500000000000014,1.0,1.0,1.0
0.69,18.56,5.61,23.08,6.14,13.72,0.87,27.04,4.32,10.05,3.36,36.39,0.91,23.18,14.58,25.15,0.71,29.48,3.05,43.96,3.88,29.05,3.0,1.0,2.0,1.0,3.0,14.58,3.88,7.0,4.0,4.0,5.0,4.0109,3.8336,4.1833,3.05,10.5691,33.91,0.645,13.03,4.965,4.3266,6.202,3.9,5.35,9.23,10.7,0.0,1.0,2.0
3.89,20.28,1.55,23.52,45.16,39.26,0.71,18.18,12.75,31.84,7.7,41.33,0.86,30.02,41.12,14.66,44.93,27.75,7.34,13.96,10.97,46.27,1.0,-1.0,4.0,1.0,3.0,44.93,41.12,8.0,3.0,2.0,4.0,16.0891,17.3635,17.7925,7.34,28.8827,32.31,1.515,9.74,2.375,16.9787,24.2814,17.18,14.3563,32.9333,3.8100000000000014,1.0,2.0,5.0
0.32,17.08,24.82,29.02,5.4,46.19,25.34,5.9,0.25,20.14,8.88,25.39,2.15,4.16,12.92,44.76,24.86,47.69,0.36,29.95,14.06,5.68,3.0,-1.0,2.0,3.0,3.0,24.82,14.06,5.0,6.0,3.0,3.0,10.8509,9.8098,21.04,12.92,14.0709,43.53,1.625,42.03,3.775,6.7153,18.48,23.34,6.6391,15.92,10.76,1.0,2.0,5.0
15.65,26.65,0.58,25.99,5.19,19.52,0.55,29.44,5.9,12.71,8.24,38.46,0.48,21.41,0.82,23.65,0.99,17.88,4.53,25.66,3.82,30.9,1.0,1.0,1.0,2.0,1.0,15.65,5.19,9.0,2.0,5.0,7.0,4.25,4.4057,5.9867,3.82,11.4,25.75,1.7816,11.56,2.0233,4.1969,7.76,7.13,5.23,10.42,10.46,0.0,1.0,2.0
12.51,30.81,0.34,22.86,11.04,19.47,0.62,26.56,0.79,13.69,8.54,40.46,3.46,32.96,0.44,29.48,4.71,27.11,4.79,21.34,0.59,18.02,2.0,1.0,4.0,1.0,3.0,12.51,11.04,10.0,1.0,5.0,8.0,4.3482,4.2864,4.665,0.79,8.1618,26.77,1.9613,9.09,3.3633,4.4674,7.268,13.49,3.9654,9.0033,1.4700000000000006,1.0,1.0,3.0
0.51,21.1,0.46,29.14,0.71,12.34,1.14,25.96,0.52,23.83,0.35,17.41,3.44,17.82,18.87,24.96,1.91,42.75,3.87,23.67,6.86,11.77,1.0,-1.0,3.0,1.0,3.0,18.87,3.44,8.0,3.0,6.0,7.0,3.5127,5.227,3.16,0.71,15.3573,30.98,1.76,6.26,2.11,6.5879,6.358,7.14,7.715,11.155,15.43,0.0,0.0,0.0
0.18,23.91,2.35,28.31,0.47,43.52,1.02,10.2,13.12,23.6,5.77,37.63,3.99,32.21,0.74,27.13,0.49,31.35,0.03,35.77,0.88,18.4,0.0,0.0,4.0,3.0,1.0,13.12,5.77,8.0,3.0,7.0,6.0,2.64,3.7302,0.745,0.47,10.48,33.32,1.6246,7.46,2.1233,4.8387,4.252,19.23,5.0305,6.59,7.35,0.0,0.0,0.0
0.26,35.39,1.46,24.77,0.55,29.72,2.36,34.19,1.3,20.47,12.74,36.44,0.8,41.75,0.64,23.16,14.11,19.63,5.3,14.03,0.69,27.34,3.0,1.0,3.0,3.0,3.0,14.11,12.74,8.0,3.0,7.0,7.0,3.6555,4.8033,2.4667,0.8,10.4545,27.72,0.8097,12.23,0.9875,5.4987,5.9517,16.81,5.668,9.4367,1.3699999999999992,1.0,0.0,5.0
7.37,16.2,5.57,36.88,4.13,27.09,4.59,33.24,0.62,23.96,0.56,36.18,0.74,28.35,0.97,31.81,4.13,22.66,7.31,39.75,15.48,22.28,0.0,0.0,1.0,2.0,3.0,15.48,5.57,9.0,2.0,4.0,7.0,4.6791,4.2098,6.27,4.13,10.8009,23.55,1.773,9.28,3.1133,3.9421,7.972,14.6,4.955,10.525,9.91,0.0,1.0,2.0
2.73,27.56,0.62,21.83,0.47,29.58,0.46,23.2,0.47,26.31,2.51,24.59,3.37,27.74,0.71,35.51,2.92,20.62,13.44,25.61,0.38,18.61,1.0,-3.0,3.0,3.0,0.0,13.44,2.92,10.0,1.0,6.0,9.0,2.5527,3.6216,2.04,0.71,10.8873,16.9,1.0175,4.99,1.9033,4.9136,5.11,4.99,5.26,8.18,10.52,0.0,0.0,0.0
0.6,32.42,0.08,35.33,8.84,11.65,0.21,24.28,4.75,16.07,0.13,28.82,9.83,21.25,0.41,22.03,10.21,35.16,0.85,30.77,7.77,44.72,1.0,-1.0,1.0,3.0,1.0,10.21,9.83,8.0,3.0,6.0,6.0,3.9709,4.1541,7.12,4.75,6.2391,33.07,0.1802,10.39,0.62,1.9577,8.28,13.91,0.19,10.02,0.3800000000000008,0.0,1.0,4.0
0.58,23.24,12.79,22.85,0.47,20.59,10.15,34.66,0.66,17.95,0.61,26.4,4.38,19.43,7.08,44.22,5.06,24.54,0.51,29.64,2.32,15.17,0.0,0.0,1.0,1.0,3.0,12.79,10.15,9.0,2.0,5.0,7.0,4.0555,4.1299,4.7,2.32,8.7345,29.05,2.0821,11.69,2.6525,3.8938,8.085,11.81,1.32,11.47,2.639999999999999,1.0,1.0,2.0
0.35,26.07,2.9,21.69,0.2,19.23,0.88,43.05,0.27,23.75,6.22,29.29,18.42,25.31,2.8,34.63,3.35,25.3,0.78,9.29,0.42,30.07,1.0,1.0,4.0,1.0,3.0,18.42,6.22,8.0,3.0,6.0,6.0,3.3264,5.0949,1.4867,0.78,15.0936,33.76,1.2883,8.38,2.2233,6.6007,5.82,3.98,6.1,12.32,12.200000000000005,0.0,0.0,0.0
10.39,29.34,6.79,34.73,0.14,26.13,0.3,23.43,0.21,18.47,3.13,20.07,3.61,25.43,0.37,29.25,3.14,12.68,10.49,18.85,3.16,16.04,1.0,-1.0,4.0,3.0,2.0,10.49,10.39,9.0,2.0,4.0,7.0,3.7936,3.6774,4.3633,3.14,6.6964,22.05,0.0,0.0,3.13,3.2041,6.2633,10.49,3.22,8.1633,0.0999999999999996,1.0,1.0,3.0
4.54,29.18,11.58,21.85,4.19,24.2,0.4,32.35,0.82,28.73,11.98,33.37,1.65,11.17,4.05,32.37,0.35,35.29,7.99,38.82,0.58,24.67,0.0,1.0,3.0,1.0,3.0,11.98,11.58,10.0,1.0,4.0,7.0,4.3755,4.15,4.82,1.65,7.6045,27.65,0.2061,8.17,4.26,4.1418,8.3,11.52,0.2,11.78,0.4000000000000003,1.0,1.0,4.0
0.03,19.19,3.96,23.46,3.65,14.1,0.39,25.69,11.68,24.9,0.3,27.62,3.44,20.78,2.75,32.27,5.31,28.13,3.99,26.66,0.23,22.83,1.0,0.0,2.0,1.0,3.0,11.68,5.31,11.0,0.0,4.0,9.0,3.2482,3.2076,3.2,2.75,8.4318,18.17,0.2525,5.88,3.7967,3.4904,5.8475,3.23,3.185,8.495,6.37,0.0,1.0,2.0
5.69,42.4,4.91,26.38,5.05,30.63,0.77,25.64,0.68,32.14,2.38,19.67,1.67,7.59,0.97,28.72,5.59,23.54,1.1,34.46,8.8,33.35,1.0,-3.0,3.0,2.0,1.0,8.8,5.59,8.0,3.0,4.0,5.0,3.4191,2.5892,3.68,1.67,5.3809,34.81,1.6828,14.79,3.36,2.5292,5.4375,9.81,1.605,7.195,3.210000000000001,0.0,1.0,2.0
1.04,22.77,10.82,32.78,0.96,29.83,0.63,27.6,4.33,30.29,1.01,31.59,1.37,11.05,0.99,18.93,0.67,34.95,5.68,23.75,1.13,44.81,1.0,0.0,1.0,3.0,0.0,10.82,5.68,8.0,3.0,8.0,6.0,2.6027,3.0387,1.1633,0.99,8.2173,33.76,1.6451,12.18,2.0133,3.8353,3.998,9.03,2.57,8.25,5.140000000000001,0.0,0.0,0.0
0.73,24.82,4.7,30.47,6.23,10.45,3.72,34.61,4.1,21.83,1.19,35.55,15.14,19.2,0.72,27.53,0.88,32.93,4.67,44.79,15.67,36.09,0.0,1.0,4.0,1.0,3.0,15.67,15.14,8.0,3.0,4.0,7.0,5.25,5.1184,5.0,4.1,10.42,34.34,0.49,4.14,4.21,5.1476,9.162,16.89,0.265,15.405,0.5299999999999994,1.0,1.0,1.0
6.27,42.88,13.74,20.48,3.78,21.34,1.08,29.89,1.0,20.43,1.52,34.2,1.07,25.33,5.94,13.11,0.89,16.56,8.68,32.21,4.38,25.94,1.0,-2.0,2.0,3.0,3.0,13.74,8.68,8.0,3.0,4.0,6.0,4.3955,3.8858,4.5767,1.52,9.3445,29.77,1.5634,13.33,2.5325,3.9918,7.23,11.73,2.53,11.21,5.0600000000000005,0.0,0.0,0.0
4.93,32.61,0.08,26.12,4.58,45.56,1.82,17.15,0.29,32.26,12.55,37.95,2.15,38.9,11.77,21.5,0.17,29.71,3.05,23.26,6.89,10.36,3.0,-1.0,4.0,2.0,1.0,12.55,11.77,8.0,3.0,3.0,6.0,4.3891,4.2022,5.735,4.58,8.1609,35.2,1.1582,15.64,3.3767,3.3261,8.9475,16.45,0.39,12.16,0.7800000000000011,1.0,1.0,4.0
0.1,24.94,0.27,32.63,5.47,34.77,11.5,21.22,1.48,40.29,5.07,18.17,0.6,27.83,6.49,28.69,0.19,35.36,14.14,36.38,4.38,10.19,1.0,1.0,4.0,2.0,3.0,14.14,11.5,8.0,3.0,5.0,4.0,4.5173,4.546,3.6433,1.48,9.6227,30.1,3.195,3.75,3.295,4.3709,7.0067,15.16,3.6286,10.37,2.640000000000001,1.0,1.0,4.0
1.92,17.21,9.18,20.04,0.19,18.32,1.64,25.55,0.14,29.81,0.45,20.65,0.45,9.0,0.26,26.08,15.68,29.09,1.99,33.57,0.42,42.27,0.0,-2.0,2.0,3.0,2.0,15.68,9.18,9.0,2.0,6.0,7.0,2.9382,4.7311,0.435,0.42,12.7418,33.27,0.7816,12.6,0.83,6.0132,5.544,13.53,5.5913,8.95,6.5,0.0,1.0,1.0
0.5,30.2,11.73,16.81,5.14,26.35,12.86,29.49,0.89,26.65,3.35,19.81,8.07,12.07,0.59,23.17,7.56,36.57,0.4,18.34,4.4,31.42,0.0,1.0,4.0,2.0,3.0,12.86,11.73,9.0,2.0,4.0,6.0,5.0445,4.3052,6.6767,4.4,7.8155,24.5,1.9543,8.01,2.9633,3.047,8.924,12.68,0.565,12.295,1.129999999999999,1.0,1.0,4.0
1.12,30.86,1.03,34.68,5.2,25.08,8.33,45.21,3.39,7.51,14.47,20.62,13.77,36.94,3.8,36.47,0.75,26.85,0.79,23.37,6.2,15.63,3.0,0.0,1.0,1.0,3.0,14.47,13.77,8.0,3.0,4.0,5.0,5.35,4.7525,5.86,3.39,9.12,37.7,1.8399,13.1,3.2633,4.2934,9.232,21.31,3.7444,11.48,0.7000000000000011,1.0,1.0,4.0
2.56,22.1,1.36,17.24,0.55,21.32,0.16,30.24,14.9,23.33,1.55,43.66,0.57,24.66,0.28,18.45,0.95,35.43,2.81,31.76,0.97,9.73,1.0,1.0,4.0,4.0,1.0,14.9,1.36,8.0,3.0,7.0,7.0,2.4236,4.0303,1.57,0.95,12.4764,33.93,0.0,0.0,2.56,5.0221,3.7567,6.09,6.77,8.13,13.54,0.0,0.0,0.0
0.35,20.86,19.83,25.92,0.45,24.96,6.57,23.01,0.07,28.44,2.35,32.56,6.47,37.25,0.1,32.06,6.12,28.21,2.18,18.05,6.4,14.35,0.0,2.0,3.0,3.0,2.0,19.83,2.35,9.0,2.0,4.0,6.0,4.6264,5.4925,5.0167,2.18,15.2036,22.9,0.225,5.2,6.345,6.467,7.446,6.64,8.74,11.09,17.479999999999997,0.0,1.0,2.0
0.98,25.13,7.2,39.03,0.84,32.32,1.19,28.0,8.26,24.49,0.8,39.19,0.09,35.64,3.9,38.21,1.46,18.4,4.11,30.97,1.45,8.66,0.0,-1.0,4.0,4.0,1.0,8.26,7.2,9.0,2.0,7.0,7.0,2.7527,2.642,1.2367,0.8,5.5073,30.53,0.0,0.0,4.11,2.9282,3.845,14.54,1.8566,6.4533,1.0599999999999996,0.0,0.0,5.0
