defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,offensive_alignment,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,avg_defender_to_deepest_safety_depth,defender_lateral_spread,std_lb_depth,lb_lateral_spread,avg_lb_depth,std_db_depth,avg_db_depth,safety_lateral_spread,std_safety_depth,avg_safety_depth,safety_depth_diff,mof_open,man_zone,target_y
0.79,24.45,1.08,26.66,1.63,8.84,15.87,22.67,4.51,18.64,1.03,29.14,1.11,21.29,2.33,45.21,4.06,32.7,1.28,19.1,4.81,23.75,0.0,0.0,1.0,1.0,3.0,15.87,4.06,9.0,2.0,5.0,8.0,3.5,4.1656,1.98,1.63,12.37,36.37,1.7579,10.5,2.9075,5.7824,5.9725,10.03,5.905,9.965,11.809999999999999,0.0,1.0,2.0
0.26,28.33,11.8,30.47,0.22,18.06,5.98,12.94,8.91,16.72,0.42,24.68,4.98,23.88,3.69,29.57,4.05,20.94,7.03,38.2,0.06,20.35,0.0,-1.0,2.0,1.0,3.0,11.8,8.91,9.0,2.0,4.0,7.0,4.3091,3.7498,5.5667,3.69,7.4909,25.26,2.0414,7.39,3.0967,2.7395,7.482,13.75,1.445,10.355,2.8900000000000006,0.0,1.0,4.0
12.56,29.41,5.54,34.72,4.21,38.33,0.53,30.21,0.79,22.32,1.2,17.42,5.48,25.03,1.14,26.93,4.62,18.02,9.32,14.0,8.97,20.33,0.0,-1.0,2.0,3.0,2.0,12.56,8.97,8.0,3.0,4.0,5.0,4.9418,3.8124,6.3567,4.21,7.6182,24.33,2.1927,12.79,2.4033,3.0008,7.5367,11.39,3.2464,8.7167,3.59,0.0,1.0,2.0
0.41,36.15,10.75,35.25,10.13,21.94,0.32,27.78,3.37,32.31,3.93,28.73,0.78,17.77,1.14,42.86,0.4,23.63,1.11,9.73,0.63,30.66,1.0,0.0,1.0,2.0,2.0,10.75,10.13,8.0,3.0,7.0,6.0,2.9973,3.6943,1.01,0.78,7.7527,33.13,1.5444,7.42,2.57,4.6256,4.782,13.31,0.31,10.44,0.6199999999999992,1.0,0.0,0.0
13.36,33.57,2.96,19.18,2.3,25.32,7.15,22.34,0.61,28.58,0.32,24.73,0.69,37.17,15.18,19.5,7.96,13.44,0.4,22.25,7.72,37.46,4.0,-1.0,3.0,3.0,2.0,15.18,13.36,8.0,3.0,4.0,5.0,5.3318,5.0942,6.2133,2.96,9.8482,24.02,0.9151,3.07,1.0067,4.0786,9.055,14.07,3.4377,11.8967,1.8200000000000003,1.0,0.0,0.0
1.6,42.56,10.79,32.57,0.19,30.86,1.98,19.04,5.46,14.57,12.03,22.57,0.75,24.76,5.68,31.84,4.1,22.88,0.38,34.29,0.56,27.75,4.0,1.0,3.0,2.0,2.0,12.03,10.79,8.0,3.0,4.0,5.0,3.9564,3.993,3.0133,1.6,8.0736,27.99,0.79,8.96,4.89,4.3457,6.372,10.0,0.62,11.41,1.2400000000000002,1.0,1.0,4.0
0.01,36.77,8.19,20.95,0.4,24.08,5.78,23.88,4.95,29.08,0.51,32.06,5.68,9.18,7.98,16.35,12.1,33.47,0.58,27.09,4.04,37.76,4.0,2.0,2.0,1.0,1.0,12.1,8.19,9.0,2.0,4.0,6.0,4.5655,3.7555,5.9,4.04,7.5345,28.58,2.547,12.89,3.58,2.7241,7.598,12.52,1.955,10.145,3.91,0.0,1.0,1.0
9.36,10.73,0.75,26.26,0.72,35.41,12.19,33.28,15.41,21.82,0.7,32.07,6.52,35.54,6.52,27.61,7.45,39.7,0.47,24.11,6.78,18.15,0.0,-2.0,4.0,2.0,1.0,15.41,12.19,8.0,3.0,4.0,4.0,6.0791,4.819,7.8633,6.78,9.3309,28.97,2.7949,11.3,2.57,3.2296,9.6183,13.72,3.675,11.3733,3.2200000000000006,1.0,0.0,0.0
1.39,23.68,1.59,37.03,7.9,15.99,1.32,32.41,1.91,20.53,4.76,21.16,13.79,30.95,12.24,20.91,5.7,26.12,1.04,29.31,1.66,26.53,1.0,-3.0,3.0,1.0,3.0,13.79,12.24,9.0,2.0,3.0,6.0,4.8455,4.4,4.75,1.59,8.9445,21.04,1.9407,11.88,2.9767,4.5405,8.056,10.04,0.775,13.015,1.549999999999999,1.0,1.0,1.0
0.07,17.33,0.45,29.28,4.64,32.97,0.54,21.55,0.29,26.02,1.15,15.3,10.46,21.68,12.68,29.76,3.5,19.27,4.94,29.74,6.3,35.51,1.0,-1.0,4.0,3.0,2.0,12.68,10.46,10.0,1.0,5.0,8.0,4.0927,4.109,4.03,1.15,8.5873,20.21,1.8719,10.47,2.9633,4.1111,7.046,8.08,1.11,11.57,2.219999999999999,1.0,1.0,2.0
0.84,32.84,7.7,41.63,10.87,34.08,0.76,28.08,4.79,28.6,2.78,19.45,1.23,24.0,7.32,15.06,14.62,20.32,0.66,36.62,4.09,33.54,0.0,1.0,2.0,3.0,1.0,14.62,10.87,8.0,3.0,4.0,6.0,5.06,4.4083,5.9333,2.78,9.56,26.57,1.7669,12.62,2.306,3.942,8.658,13.76,1.875,12.745,3.75,1.0,1.0,4.0
14.04,19.84,2.09,8.16,0.02,27.0,0.31,33.14,0.25,24.45,2.84,32.18,3.16,25.19,0.04,36.09,0.96,44.66,9.47,36.02,3.55,19.37,1.0,-1.0,2.0,3.0,3.0,14.04,9.47,7.0,4.0,5.0,6.0,3.3391,4.2668,2.2,0.96,10.7009,36.5,0.0,0.0,2.84,4.6583,5.545,16.18,4.4606,8.89,4.5699999999999985,0.0,0.0,5.0
0.83,25.97,4.84,37.77,7.07,32.07,0.47,29.59,4.39,24.5,2.59,32.47,0.58,33.14,1.16,10.88,9.08,19.79,0.51,22.08,3.72,29.94,1.0,1.0,2.0,2.0,2.0,9.08,7.07,9.0,2.0,5.0,7.0,3.2036,2.7901,2.8633,1.16,5.8764,26.89,1.7711,11.06,2.3,2.8809,4.948,12.28,1.005,8.075,2.01,0.0,2.0,5.0
0.47,24.06,7.88,35.43,0.47,31.9,4.69,27.51,7.03,15.38,8.59,38.75,10.53,21.26,9.19,12.1,0.47,28.67,3.38,31.9,0.51,34.92,1.0,-2.0,1.0,1.0,3.0,10.53,7.88,9.0,2.0,4.0,6.0,4.8373,3.785,8.27,7.03,5.6927,26.65,1.8321,10.86,2.2625,1.1872,8.644,14.17,1.325,9.205,2.6499999999999995,0.0,1.0,2.0
1.49,21.25,1.55,26.29,4.76,21.38,0.92,17.04,2.12,8.8,1.81,44.12,1.49,34.25,13.52,17.08,3.05,17.23,1.51,29.17,15.56,32.56,0.0,1.0,4.0,3.0,0.0,15.56,13.52,8.0,3.0,3.0,6.0,4.3436,4.9273,1.8067,1.49,11.2164,35.32,1.6884,12.13,2.3967,5.9048,6.2583,15.48,5.4801,10.71,2.040000000000001,1.0,0.0,0.0
0.42,27.45,0.2,24.34,7.32,9.75,1.1,25.37,0.18,30.06,0.37,34.73,8.42,17.55,19.39,28.47,5.33,39.6,4.38,30.03,8.02,43.78,3.0,1.0,1.0,2.0,2.0,19.39,8.42,8.0,3.0,5.0,6.0,5.0118,5.5404,6.89,5.33,14.3782,34.03,1.7439,9.36,1.95,4.9622,9.696,10.92,5.485,13.905,10.97,0.0,1.0,2.0
7.48,12.88,9.59,18.5,4.6,29.34,4.01,19.42,0.75,23.23,0.04,30.22,0.11,26.29,0.64,19.54,4.85,36.62,7.96,43.95,15.55,34.77,3.0,-3.0,3.0,2.0,2.0,15.55,9.59,8.0,3.0,4.0,6.0,5.0527,4.6122,6.7633,4.85,10.4973,31.07,1.6931,9.92,3.12,3.5729,9.086,16.27,2.98,12.57,5.960000000000001,0.0,1.0,3.0
1.01,21.15,4.69,25.63,0.46,25.05,4.99,8.17,4.44,32.79,11.85,32.73,5.19,38.28,5.0,18.39,0.02,29.81,13.16,18.13,1.26,18.66,0.0,0.0,1.0,1.0,3.0,13.16,11.85,9.0,2.0,4.0,7.0,4.7336,4.1395,4.8733,4.44,8.4264,30.11,2.278,11.42,3.2367,3.7696,7.926,14.6,0.655,12.505,1.3100000000000005,1.0,1.0,1.0
1.22,43.15,12.53,31.65,1.77,28.55,0.55,34.0,0.95,31.28,2.56,16.86,1.03,26.49,1.88,10.86,6.08,26.52,0.76,23.08,15.51,21.69,1.0,1.0,4.0,3.0,3.0,15.51,12.53,8.0,3.0,5.0,5.0,4.0764,4.9479,1.8867,1.22,11.4336,32.29,2.525,0.03,3.555,6.0332,6.74,9.96,1.49,14.02,2.9800000000000004,1.0,1.0,2.0
3.45,10.04,13.75,26.77,1.84,38.39,0.53,23.79,1.16,16.55,0.5,28.84,4.5,26.47,0.68,46.04,0.35,19.76,0.41,31.48,2.7,33.68,3.0,0.0,2.0,4.0,1.0,13.75,2.7,8.0,3.0,6.0,7.0,2.7155,3.7345,0.92,0.68,11.0345,36.0,0.525,16.43,3.975,4.9092,4.026,11.62,5.4231,6.0967,11.05,0.0,0.0,0.0
1.15,20.14,9.13,44.44,13.4,33.19,8.29,36.59,4.01,28.01,0.39,17.47,0.66,26.4,12.5,18.47,10.48,9.32,0.38,28.71,5.43,16.21,3.0,1.0,4.0,2.0,3.0,13.4,12.5,8.0,3.0,4.0,5.0,5.9836,4.7816,9.3,8.29,7.4164,35.12,1.815,0.7,2.195,2.6617,9.8717,16.98,3.564,10.4433,0.9000000000000004,1.0,1.0,2.0
9.3,34.07,3.36,22.43,8.28,17.18,1.66,25.22,17.78,25.69,1.64,34.5,5.24,30.08,5.37,25.41,1.88,30.71,6.58,40.67,1.62,27.59,1.0,-3.0,2.0,2.0,2.0,17.78,9.3,9.0,2.0,0.0,5.0,5.7009,4.6334,6.0733,3.36,12.0791,23.49,0.065,4.67,5.305,4.803,9.06,8.38,4.24,13.54,8.48,0.0,1.0,2.0
0.18,30.24,0.27,17.91,5.19,35.38,0.43,22.67,1.08,9.5,10.0,16.68,0.17,25.62,13.57,31.23,0.79,20.0,2.28,25.64,6.33,42.75,1.0,0.0,4.0,2.0,2.0,13.57,10.0,8.0,3.0,6.0,6.0,3.6627,4.3785,4.2,1.08,9.9073,33.25,0.8518,7.73,1.1133,4.2582,7.234,14.55,1.785,11.785,3.5700000000000003,0.0,0.0,0.0
12.55,20.2,0.05,24.33,0.69,19.19,3.37,26.0,3.97,21.83,2.76,16.37,0.01,21.52,6.2,13.49,0.22,27.13,6.76,29.43,2.04,29.6,1.0,0.0,3.0,1.0,3.0,12.55,6.76,10.0,1.0,4.0,8.0,3.5109,3.6366,3.6667,2.04,9.0391,16.11,0.3,4.17,3.67,3.7331,6.062,9.23,2.895,9.655,5.790000000000001,0.0,1.0,2.0
15.93,29.23,0.89,23.49,7.23,11.12,6.74,39.6,4.25,31.26,0.77,35.64,0.7,30.42,6.55,24.56,1.39,17.4,0.68,27.62,1.59,38.45,3.0,2.0,3.0,1.0,3.0,15.93,6.74,9.0,2.0,5.0,6.0,4.2473,4.4802,3.4033,1.39,11.6827,28.48,1.68,7.77,2.57,4.8254,6.5717,15.04,4.3777,9.74,9.19,0.0,0.0,0.0
0.3,33.02,7.64,35.06,5.74,30.04,11.89,26.53,0.42,29.76,5.13,18.59,0.6,35.54,7.0,40.25,0.3,26.95,0.52,23.84,7.48,11.72,0.0,-1.0,2.0,2.0,3.0,11.89,7.64,8.0,3.0,5.0,5.0,4.2745,3.8607,7.24,7.0,7.6155,28.53,2.4421,11.7,2.2867,2.2191,7.828,16.47,2.7901,8.22,4.250000000000001,0.0,1.0,1.0
0.54,30.17,10.14,17.2,9.71,27.93,3.44,24.72,2.96,18.15,0.54,25.66,4.97,21.53,5.77,31.15,0.39,22.91,0.4,18.43,6.18,11.93,1.0,1.0,4.0,1.0,3.0,10.14,9.71,10.0,1.0,4.0,7.0,4.0945,3.4425,5.975,5.77,6.0455,19.22,1.8993,6.29,2.9367,2.672,6.952,10.73,3.288,7.6033,0.4299999999999997,0.0,1.0,4.0
0.11,26.96,0.21,29.7,6.47,24.32,0.57,18.52,0.81,20.8,4.3,41.21,0.35,25.11,14.34,31.16,4.67,30.65,4.41,37.63,6.47,17.45,4.0,-1.0,2.0,3.0,3.0,14.34,6.47,9.0,2.0,5.0,6.0,3.8827,4.0947,5.06,4.3,10.4573,23.76,1.8053,12.13,1.565,3.6943,7.198,6.84,3.935,10.405,7.87,0.0,1.0,2.0
0.62,24.27,7.53,21.66,9.0,9.59,0.49,26.78,0.56,32.23,2.93,28.07,1.78,33.17,0.86,34.94,8.27,45.19,11.89,32.57,1.42,17.18,1.0,0.0,1.0,3.0,3.0,11.89,7.53,8.0,3.0,5.0,6.0,4.1227,3.9994,6.23,1.42,7.7673,35.6,0.0,0.0,2.93,3.8177,6.6483,11.51,4.1404,7.0667,4.36,0.0,0.0,0.0
0.7,25.63,11.89,17.37,8.83,42.25,0.17,29.45,0.31,22.7,0.18,17.17,0.07,20.97,5.41,10.19,0.03,26.75,12.32,28.81,0.29,36.37,1.0,-1.0,3.0,3.0,2.0,12.32,11.89,8.0,3.0,7.0,6.0,3.6545,4.8073,4.8433,0.29,8.6655,32.06,0.2289,12.28,0.278,4.4792,7.748,11.44,0.215,12.105,0.4299999999999997,1.0,1.0,1.0
11.44,19.34,6.29,34.39,4.02,19.79,13.28,31.53,0.0,26.44,0.04,16.31,0.04,20.82,4.58,28.01,9.25,39.6,0.03,30.94,6.53,12.82,3.0,0.0,1.0,3.0,3.0,13.28,11.44,8.0,3.0,4.0,6.0,5.0455,4.5936,7.3567,6.29,8.2345,26.78,2.1417,14.63,2.1675,2.7254,9.358,12.19,0.92,12.36,1.8399999999999999,1.0,1.0,2.0
6.94,7.92,11.62,15.57,3.99,27.19,4.18,15.74,0.88,18.31,0.85,30.09,0.94,21.18,0.92,26.31,7.56,35.84,7.1,43.89,11.79,31.33,3.0,-1.0,3.0,3.0,1.0,11.79,11.62,7.0,4.0,4.0,6.0,5.1609,3.9702,7.2,6.94,6.6291,35.97,1.5128,11.45,3.0167,2.217,9.002,15.76,0.085,11.705,0.16999999999999993,1.0,0.0,5.0
0.48,28.96,3.88,35.33,5.41,29.1,6.42,10.41,0.95,26.37,0.79,20.86,0.97,23.65,6.01,42.94,0.72,18.04,19.05,34.18,16.69,16.64,1.0,-1.0,4.0,4.0,2.0,19.05,16.69,7.0,4.0,5.0,5.0,5.5791,6.2081,5.4367,3.88,13.4709,32.53,0.1692,10.92,0.735,5.956,9.5767,17.54,5.9522,13.7167,2.3599999999999994,1.0,0.0,5.0
14.25,23.11,7.57,31.25,0.83,28.93,6.29,42.39,0.58,20.71,0.51,22.44,1.0,24.66,1.08,16.88,0.69,35.31,3.93,18.94,5.82,12.57,0.0,1.0,4.0,2.0,3.0,14.25,7.57,8.0,3.0,6.0,6.0,3.8682,4.1405,4.2667,0.69,10.3818,29.82,0.1042,12.05,0.97,4.1239,6.425,12.31,4.2736,8.5833,6.68,0.0,0.0,0.0
14.42,20.93,0.98,25.83,4.56,21.81,5.88,26.59,1.42,36.49,0.88,23.1,0.66,18.11,1.17,10.34,0.5,29.71,10.39,33.22,2.33,44.62,1.0,1.0,2.0,2.0,3.0,14.42,10.39,8.0,3.0,6.0,5.0,3.9264,4.3995,1.64,1.17,10.4936,34.28,0.66,4.78,5.22,5.4393,5.946,12.29,2.015,12.405,4.029999999999999,1.0,1.0,1.0
0.31,33.27,4.95,20.59,0.64,29.99,3.98,33.17,0.58,24.83,3.52,37.48,6.63,38.2,0.67,21.5,9.56,33.15,1.05,16.89,4.43,25.75,3.0,1.0,2.0,2.0,2.0,9.56,4.95,8.0,3.0,5.0,7.0,3.3018,2.8632,3.7333,1.05,6.2582,21.31,1.8686,11.77,2.3475,2.8686,5.142,12.56,2.305,7.255,4.61,0.0,2.0,5.0
5.06,22.82,14.63,29.57,5.24,27.53,0.09,21.25,0.44,24.89,11.8,18.62,3.3,35.82,0.06,29.64,2.86,17.48,8.25,11.88,0.39,18.13,1.0,-2.0,2.0,2.0,2.0,14.63,11.8,9.0,2.0,4.0,5.0,4.7382,4.7374,4.8033,2.86,9.8918,23.94,2.2451,9.4,3.5633,4.6223,8.168,10.95,1.415,13.215,2.83,1.0,1.0,4.0
0.87,18.77,11.94,31.07,0.61,29.49,4.04,21.62,4.82,26.0,1.32,33.58,0.71,22.97,0.7,26.67,1.12,14.43,5.95,17.98,1.15,43.48,2.0,1.0,2.0,1.0,3.0,11.94,5.95,10.0,1.0,7.0,8.0,3.0209,3.3518,1.1967,1.12,8.9191,29.05,1.7081,7.23,3.2433,4.2428,4.296,13.09,2.995,8.945,5.989999999999999,0.0,0.0,0.0
4.27,30.21,0.51,26.15,4.58,14.6,1.11,43.85,0.47,22.83,0.52,32.53,10.24,21.45,6.87,8.99,1.15,29.54,11.85,33.18,0.4,36.0,1.0,0.0,3.0,2.0,1.0,11.85,10.24,8.0,3.0,6.0,6.0,3.8155,3.9888,4.1867,1.11,8.0345,34.86,1.935,5.79,2.335,3.8616,6.93,11.73,0.805,11.045,1.6099999999999994,1.0,1.0,2.0
0.24,18.57,5.95,33.81,3.28,21.79,2.22,11.68,0.51,21.44,0.64,26.32,12.63,18.5,0.52,29.6,3.5,25.27,4.79,37.15,3.28,35.06,1.0,0.0,1.0,3.0,1.0,12.63,5.95,7.0,4.0,4.0,6.0,3.4145,3.4286,3.43,2.22,9.2155,25.47,0.11,3.48,3.39,3.6566,5.774,15.31,3.34,9.29,6.680000000000001,0.0,0.0,0.0
4.5,22.44,1.05,25.3,9.27,19.32,0.73,20.99,6.47,38.04,3.79,26.34,1.91,33.51,2.37,13.88,11.98,30.0,1.59,18.01,0.41,28.46,0.0,0.0,1.0,1.0,3.0,11.98,9.27,10.0,1.0,3.0,8.0,4.0064,3.6051,3.5833,1.91,7.9736,24.16,1.6462,10.45,2.5725,3.8931,6.4,10.68,1.355,10.625,2.710000000000001,0.0,1.0,2.0
0.49,24.82,15.69,28.5,0.9,17.05,2.37,19.28,1.03,27.67,0.78,20.84,6.16,43.73,5.22,29.02,0.2,29.69,5.13,39.31,6.42,16.3,1.0,1.0,3.0,3.0,1.0,15.69,2.37,9.0,2.0,5.0,6.0,4.0355,4.35,5.9033,5.13,11.6545,27.43,2.1971,2.02,2.15,4.7475,6.0917,9.22,6.6855,6.28,13.32,0.0,0.0,0.0
10.57,17.13,5.35,24.8,3.65,35.16,5.75,8.61,0.67,21.46,3.96,21.52,11.68,34.08,7.69,41.72,0.77,16.92,0.56,28.35,0.68,24.18,0.0,-1.0,3.0,1.0,3.0,11.68,10.57,7.0,4.0,4.0,5.0,4.6664,3.817,5.6967,3.65,7.0136,33.11,2.056,11.43,2.66,2.9712,7.868,16.95,0.555,11.125,1.1099999999999994,1.0,1.0,4.0
0.44,18.27,0.79,21.25,17.46,27.58,5.54,26.57,5.29,21.69,0.55,26.1,0.6,15.43,0.44,28.94,6.13,44.29,3.46,31.64,9.74,15.67,1.0,0.0,2.0,1.0,3.0,17.46,9.74,10.0,1.0,5.0,6.0,4.5855,5.0302,3.3967,0.6,12.8745,28.86,2.4891,10.67,2.9275,5.8314,7.478,11.91,3.86,13.6,7.720000000000001,0.0,1.0,1.0
0.66,34.88,19.84,38.06,0.65,29.73,13.72,24.15,0.1,23.74,7.76,40.2,6.43,10.28,6.02,45.47,20.48,16.75,12.8,33.05,3.69,16.95,3.0,-1.0,3.0,3.0,3.0,20.48,19.84,6.0,5.0,3.0,3.0,8.3773,7.0418,5.38,3.69,12.1027,35.19,0.0,0.0,12.8,6.3797,11.1343,23.45,5.1648,15.45,0.6400000000000006,1.0,1.0,1.0
17.6,31.69,15.24,20.63,0.02,17.15,12.98,43.01,0.16,26.98,0.14,22.85,1.55,16.6,6.13,28.55,0.2,30.96,2.36,36.04,6.12,14.01,3.0,-1.0,2.0,3.0,3.0,17.6,15.24,8.0,3.0,4.0,5.0,5.6818,6.3136,7.1533,2.36,11.9182,29.0,0.6828,14.36,0.59,5.5146,10.0717,11.06,4.9455,12.99,2.360000000000001,1.0,1.0,4.0
0.37,32.38,4.8,27.1,2.96,8.69,15.44,18.8,0.75,29.2,3.9,18.97,0.67,21.5,0.61,26.07,6.62,46.27,17.68,37.21,5.19,33.45,0.0,-1.0,2.0,2.0,1.0,17.68,15.44,8.0,3.0,4.0,6.0,5.3627,5.6723,4.4933,2.96,12.3173,37.58,0.195,6.35,4.995,6.0739,9.32,18.41,1.12,16.56,2.24,1.0,1.0,1.0
1.26,18.51,12.46,16.29,4.67,21.37,1.48,25.0,1.27,26.87,1.43,21.5,5.5,42.65,1.02,29.9,3.52,33.51,11.07,34.0,4.8,8.7,0.0,1.0,2.0,2.0,3.0,12.46,11.07,9.0,2.0,5.0,7.0,4.4073,3.815,4.6067,3.52,8.0527,33.95,1.595,3.63,3.075,3.5909,7.47,17.71,0.695,11.765,1.3900000000000006,1.0,1.0,2.0
0.1,25.41,0.11,29.39,11.51,33.58,3.96,25.47,5.43,37.95,0.5,20.89,8.69,23.91,1.47,16.69,2.74,32.83,6.69,13.34,0.28,18.45,2.0,-1.0,2.0,2.0,3.0,11.51,8.69,9.0,2.0,5.0,7.0,3.7709,3.7114,4.9533,2.74,7.7391,24.61,1.5383,12.7,1.455,2.9632,7.012,9.67,1.41,10.1,2.8200000000000003,0.0,2.0,5.0
0.17,36.26,12.12,34.41,0.15,22.97,0.54,43.16,13.63,22.44,0.51,34.23,0.73,17.77,0.63,30.58,0.86,12.23,0.5,32.54,1.63,24.94,3.0,-1.0,3.0,3.0,1.0,13.63,12.12,8.0,3.0,8.0,6.0,2.8609,4.7465,0.71,0.54,10.7691,30.93,0.0,0.0,0.51,5.6532,4.9183,11.97,5.3367,9.1267,1.5100000000000016,1.0,0.0,0.0
4.05,30.38,4.22,26.64,7.69,18.32,3.91,22.2,0.61,28.0,0.26,18.52,11.25,30.44,8.3,34.84,0.46,24.31,1.48,10.79,0.5,21.65,1.0,4.0,3.0,1.0,3.0,11.25,7.69,9.0,2.0,5.0,7.0,3.8845,3.5827,4.89,1.48,7.3655,24.05,1.782,11.86,2.61,3.5556,7.18,12.12,1.78,9.47,3.5599999999999996,0.0,1.0,4.0
10.52,23.36,11.49,35.63,4.26,17.0,4.02,32.5,4.86,25.82,0.13,30.26,0.5,34.66,0.52,22.37,0.82,44.13,0.35,26.88,0.43,7.33,1.0,-4.0,4.0,1.0,3.0,11.49,10.52,8.0,3.0,6.0,6.0,3.4455,3.9491,1.8367,0.43,8.0445,36.8,0.42,6.68,4.44,4.6952,5.504,12.27,0.485,11.005,0.9700000000000006,1.0,1.0,4.0
1.32,24.26,4.4,23.82,0.8,29.21,1.05,26.76,1.88,13.37,2.24,15.67,6.26,28.0,2.19,36.2,3.26,30.79,0.65,32.71,0.83,21.99,0.0,-1.0,2.0,2.0,1.0,6.26,-1.0,9.0,2.0,5.0,8.0,2.2618,1.6746,2.1033,1.88,3.9982,22.83,1.598,10.72,2.285,1.8052,3.1425,0.0,0.0,6.26,7.26,0.0,2.0,5.0
10.62,14.95,13.39,21.09,0.99,35.71,9.49,38.01,0.44,28.69,14.79,32.44,0.71,23.68,1.05,18.85,5.66,19.24,2.7,24.23,2.12,17.37,1.0,1.0,1.0,3.0,3.0,14.79,13.39,9.0,2.0,4.0,5.0,5.6327,5.2091,6.69,0.99,9.1573,23.06,0.0,0.0,2.7,4.9752,8.1514,15.07,5.6716,10.1,1.3999999999999986,1.0,1.0,2.0
7.64,34.48,3.3,14.35,8.23,43.52,1.2,28.44,6.72,17.31,1.46,21.37,1.55,17.35,5.4,25.49,5.33,22.75,1.37,24.56,1.48,19.68,0.0,1.0,4.0,2.0,2.0,6.72,3.3,9.0,2.0,4.0,6.0,3.9709,2.6339,7.935,7.64,3.1909,29.17,0.035,2.74,5.365,1.909,6.4725,2.96,1.71,5.01,3.42,0.0,1.0,4.0
4.48,26.67,1.2,24.15,1.43,26.53,10.17,39.84,4.64,22.98,3.02,16.82,9.3,22.27,1.85,32.69,10.88,32.55,1.43,20.77,1.24,28.7,0.0,-2.0,2.0,1.0,3.0,10.88,9.3,10.0,1.0,4.0,8.0,4.5127,3.6368,6.595,3.02,6.3673,23.02,1.4686,11.92,3.1,3.1235,8.3425,10.28,0.79,10.09,1.58,0.0,1.0,4.0
7.45,44.5,10.48,38.68,1.0,30.55,3.1,35.81,0.35,35.7,0.49,33.04,0.66,27.41,2.92,18.39,1.81,8.31,0.68,24.37,12.22,18.59,0.0,1.0,3.0,3.0,1.0,12.22,10.48,7.0,4.0,5.0,6.0,3.7418,4.0935,4.06,1.81,8.4782,36.19,1.0742,11.44,1.2825,4.0778,6.976,20.09,0.87,11.35,1.7400000000000002,1.0,1.0,4.0
4.68,30.23,8.81,21.81,4.65,26.39,0.58,28.48,0.52,35.07,14.55,31.42,0.36,24.23,2.27,38.93,3.82,34.45,0.69,31.78,4.99,10.95,0.0,1.0,4.0,1.0,3.0,14.55,8.81,10.0,1.0,4.0,8.0,4.1745,4.1232,3.63,2.27,10.3755,27.98,0.3985,8.06,4.3833,4.6091,7.655,9.61,2.87,11.68,5.74,0.0,1.0,2.0
0.42,8.19,14.75,18.54,0.59,35.41,0.2,43.87,0.27,28.91,13.06,35.64,0.36,23.51,0.53,18.36,0.95,20.66,0.49,26.22,2.93,15.56,0.0,1.0,2.0,3.0,3.0,14.75,13.06,7.0,4.0,8.0,6.0,3.1409,5.1379,0.4033,0.2,11.6091,35.68,0.23,5.56,0.72,6.1528,5.325,20.08,5.2195,10.2467,1.6899999999999995,1.0,0.0,0.0
12.54,16.78,6.26,38.95,0.33,35.4,1.2,36.58,3.72,21.93,0.78,28.78,0.91,23.11,1.1,25.42,11.3,33.86,1.24,9.32,3.94,17.1,1.0,1.0,3.0,3.0,2.0,12.54,11.3,8.0,3.0,6.0,6.0,3.9382,4.141,3.75,1.24,8.6018,29.63,0.3617,13.47,0.8133,4.1136,6.5,17.08,4.0694,7.875,1.2399999999999984,1.0,0.0,5.0
0.33,29.23,0.03,21.4,15.62,20.94,6.36,20.57,5.31,10.59,4.65,37.91,0.37,26.15,4.6,30.17,0.34,18.52,13.68,35.02,3.96,44.93,4.0,-2.0,4.0,2.0,1.0,15.62,13.68,7.0,4.0,4.0,5.0,5.0227,5.0551,4.64,3.96,10.5973,34.34,2.135,0.94,2.465,4.6076,8.2633,14.45,3.9874,11.8867,1.9399999999999995,1.0,1.0,1.0
0.29,18.61,4.74,10.25,13.06,22.59,5.45,36.09,0.5,26.96,0.46,21.24,1.09,35.22,2.07,16.48,0.71,23.9,0.08,29.14,2.37,32.66,3.0,-1.0,4.0,3.0,1.0,13.06,1.09,8.0,3.0,6.0,7.0,2.8018,3.6746,3.91,2.37,10.2582,25.84,1.8678,18.89,1.795,4.6476,5.4925,12.63,5.985,7.075,11.97,0.0,0.0,0.0
14.16,35.31,5.63,35.6,0.65,28.41,5.38,28.6,0.5,17.09,1.0,26.17,6.25,21.76,4.32,16.08,4.53,44.12,15.25,21.13,0.91,21.5,1.0,-1.0,3.0,2.0,3.0,15.25,14.16,8.0,3.0,4.0,5.0,5.3255,4.885,4.425,4.32,9.9245,28.04,0.435,6.84,5.815,4.872,8.778,14.47,4.3011,11.68,1.0899999999999999,1.0,1.0,1.0
